"Gene"
"OTOP2"
"TMIGD1"
"CLCA4"
"CA1"
"BEST4"
"MS4A12"
"GUCA2B"
"AQP8"
"CA7"
"GCG"
"CD177"
"KRT80"
"PYY"
"KRT24"
"ZG16"
"BMP3"
"CLDN8"
"GUCA2A"
"CHGA"
"VSTM2A"
"MMP7"
"OTOP3"
"SLC26A3"
"CLCA4-AS1"
"MYOC"
"CDKN2B-AS1"
"B4GALNT2"
"HSD3B2"
"SLC6A19"
"CLDN2"
"NOTUM"
"LYPD8"
"CWH43"
"SPIB"
"CEACAM7"
"COMP"
"WNT2"
"SERPINA4"
"LOC105376567"
"LINC02418"
"SST"
"CA4"
"INHBA"
"SCARA5"
"IGLC4"
"KRT23"
"COL10A1"
"IGHA2"
"CST1"
"CLDN1"
"KLK6"
"PLP1"
"DPEP1"
"BEST2"
"B3GALT5-AS1"
"F2"
"NKX2-3"
"FCGBP"
"KRT17"
"AQP9"
"CA2"
"ALPI"
"HEPACAM2"
"C11orf86"
"MTTP"
"ESM1"
"LINC03040"
"GPR15"
"INSL5"
"BRINP3"
"B3GNT6"
"TRPM6"
"LINC01614"
"ITLN1"
"C3P1"
"CDH3"
"FCN3"
"IGLV2-33"
"FOXQ1"
"KRT6B"
"PAH"
"RSPO2"
"SPP1"
"TMEM72"
"BAAT"
"SCGN"
"PCSK2"
"ETV4"
"NRXN1"
"SLC26A2"
"HAPLN1"
"CHP2"
"B3GALT1"
"LOC105369724"
"ORM2"
"SERPIND1"
"SERPINA7"
"JCHAIN"
"LOC105377483"
"SAA2"
"LY6G6F-LY6G6D"
"ADAMDEC1"
"GLYATL1"
"MIR675"
"SCNN1B"
"SLC4A4"
"CPNE7"
"LY6G6D"
"PDE6A"
"HAMP"
"SAA2-SAA4"
"LOC105369515"
"H19"
"COL11A1"
"FABP6"
"WT1"
"ZNF536"
"CLEC5A"
"SI"
"NSG2"
"PRIMA1"
"SEC14L4"
"CADM3"
"F7"
"LINC02023"
"VIP"
"IGHV3-6"
"OLR1"
"HABP2"
"AKAP19"
"HPSE2"
"VSIG2"
"TPH1"
"TM4SF4"
"B3GALT5"
"PI16"
"LGI1"
"AADAC"
"PPARGC1A-AS1"
"CCAT1"
"LINC01082"
"SLCO1B3"
"SIM2"
"FABP2"
"BLACAT1"
"GATA4"
"CHI3L1"
"CPS1"
"DKK2"
"NXPE4"
"SCIRT"
"EDN3"
"NEUROD1"
"FER1L6"
"CEMIP"
"B3GNT7"
"FAM135B"
"CHRDL1"
"NXPE1"
"CPN1"
"FEV"
"SAA4"
"SYT12"
"TFR2"
"SAA1"
"CXCL8"
"SLC2A2"
"SLCO1B3-SLCO1B7"
"BTNL8"
"RERGL"
"STRA6"
"MUSK"
"CST2"
"PRPH"
"PIRT"
"PIGR"
"PDX1"
"LOC107985747"
"LINC00974"
"GRIN2D"
"AMPD1"
"LOC105376993"
"SPINK2"
"LOC107986847"
"LOC107985492"
"CADM3-AS1"
"STC2"
"TNFRSF17"
"SERPINA10"
"NPY"
"SOX10"
"GBP7"
"GRIK3"
"LNCMB3"
"CA9"
"RIMS4"
"TINCR"
"ADTRP"
"ADIPOQ"
"SLC35D3"
