"Gene"
"CA7"
"BEST4"
"GUCA2B"
"KRT80"
"SPIB"
"CA1"
"TMIGD1"
"OTOP2"
"AQP8"
"CLCA4"
"MYOC"
"KRT24"
"INHBA"
"WNT2"
"ESM1"
"ETV4"
"MMP7"
"CLDN1"
"MMP1"
"GUCA2A"
