"Gene"
"PLEKHN1"
"PERM1"
"C1QTNF12"
"ATAD3C"
"TMEM52"
"GABRD"
"HES5"
"PRDM16-DT"
"LOC105378604"
"TP73"
"ESPN"
"LOC105376689"
"TNFRSF9"
"ANGPTL7"
"PDPN"
"SLC25A34"
"SLC25A34-AS1"
"TMEM82"
"CLCNKB"
"MFAP2"
"LOC105376806"
"PADI2"
"PADI1"
"ACTL8"
"RNF186"
"PLA2G5"
"HTR1D"
"TCEA3"
"LOC105376861"
"CNR2"
"LOC105376863"
"LOC107984931"
"MYOM3"
"GRHL3"
"SLC30A2"
"ZPLD2P"
"SFN"
"NR0B2"
"TRNP1"
"FCN3"
"GPR3"
"IFI6"
"SMPDL3B"
"SNORA73A"
"SNORA73B"
"SERINC2"
"LOC105378625"
"SPOCD1"
"CSMD2"
"GJB5"
"GJB4"
"GJB3"
"GRIK3"
"RSPO1"
"EPHA10"
"RHBDL2"
"LOC105378662"
"CITED4"
"EDN2"
"GUCA2B"
"GUCA2A"
"RIMKLA"
"SLC2A1-DT"
"TMEM125"
"C1orf210"
"BEST4"
"HPDL"
"TSPAN1"
"CYP4X1"
"FOXD2"
"BEND5"
"ELAVL4"
"CALR4P"
"RAB3B"
"SLC1A7"
"LRP8"
"LOC105378728"
"LOC105378726"
"MROH7"
"TTC22"
"CIMAP2"
"TMEM61"
"PCSK9"
"PRKAA2"
"FYB2"
"TACSTD2"
"LINC01748"
"KANK4"
"FOXD3"
"INSL5"
"DNAI4"
"LRRC7"
"PTGER3"
"NEGR1"
"AK5"
"LINC01781"
"SAMD13"
"LINC01555"
"LPAR3"
"MCOLN2"
"COL24A1"
"CLCA2"
"CLCA4"
"CLCA4-AS1"
"LOC105378842"
"GBP7"
"LOC105378849"
"LOC107985088"
"EPHX4"
"GFI1"
"ABCA4"
"OLFM3"
"COL11A1"
"GSTM2"
"GSTM5"
"KCNA3"
"CHI3L2"
"CIMAP3"
"LINC02884"
"LINC01356"
"BCL2L15"
"AMPD1"
"CASQ2"
"LOC105378918"
"TENT5C"
"TBX15"
"HSD3B2"
"PHGDH"
"REG4"
"FCGR1BP"
"FCGR1CP"
"FAM72D"
"CD160"
"FCGR1A"
"SELENBP1"
"CGN"
"RIIAD1"
"S100A9"
"S100A8"
"S100A3"
"S100A2"
"S100A14"
"IL6R"
"EFNA3"
"MEX3A"
"IQGAP3"
"TTC24"
"CRABP2"
"FCRL5"
"FCRL4"
"FCRL3"
"FCRL2"
"FCRL1"
"CD1A"
"CADM3"
"CADM3-AS1"
"ACKR1"
"CFAP45"
"IGSF9"
"SLAMF9"
"LINC01133"
"ATP1A2"
"SLAMF7"
"LY9"
"ITLN1"
"NECTIN4"
"ADAMTS4"
"FCGR3A"
"FCGR3B"
"FCRLA"
"OLFML2B"
"SH2D1B"
"RGS4"
"NUF2"
"LMX1A"
"RXRG"
"ILDR2"
"GPA33-AS1"
"GPA33"
"STYXL2"
"LOC105371601"
"XCL2"
"DPT"
"F5"
"SELE"
"PRRX1"
"FMO2"
"MYOC"
"FASLG"
"TNR"
"ASTN1"
"LINC01645"
"LOC105371632"
"ANGPTL1"
"RGS16"
"NIBAN1"
"PTGS2"
"BRINP3"
"LOC105371664"
"RGS13"
"B3GALT2"
"LOC105371671"
"ASPM"
"KIF14"
"INAVA"
"MROH3P"
"PKP1"
"TNNT2"
"LMOD1"
"PPP1R12B"
"CHI3L1"
"GOLT1A"
