"Gene"
"STIP1"
"ZFAS1"
"PRMT3"
"CNNM4"
"URB1"
"ANOS1"
"PPP2R3A"
"MOB3B"
"MEMO1"
"CLDN8"
"SLC39A10"
"RNASEL"
"BCAR3"
"SLC2A13"
"RILP"
"WDR77"
"PUS7"
"PPRC1"
"UTP14A"
"MUL1"
"DDX56"
"IL16"
"CBX8"
"LOC101929532"
"KIF1C-AS1"
"SF3B3"
"AMPD2"
"FAM161B"
"NANP"
"ELMOD3"
"CD79A"
"MIR3936HG"
"ULBP3"
"LTBP4"
"SLC7A5"
"TCOF1"
"PTPRH"
"TBC1D10A"
"PEX11A"
"PDCD5"
"DRC12"
"DONSON"
"ACVRL1"
"DDX60"
"LARGE1"
"TESC"
"FCER2"
"ANKRD33B"
"SLC5A6"
"SLC9A1"
"MPZ"
"TUBAL3"
"VIT"
"PPARGC1A-AS1"
"VSIR"
"TMEM185B"
"NPY2R"
"NEXMIF"
"PIRT"
"DDX21"
"CLDN2"
"P4HA3"
"HECTD3"
"TCN2"
"PHOX2B"
"CLMAT3"
"LOC107987187"
"TTC7A"
"NDUFA6-DT"
"ITM2C"
"TFAP2A-AS2"
"OSM"
"ARHGEF9"
"LRRC8E"
"HLCS"
"RGS13"
"ZC3HAV1L"
"CCT2"
"CLDN16"
"MAL"
"MARCHF8"
"UGP2"
"LOC105375918"
"PHLDA1"
"CLEC9A"
"WDR7"
"CAPN5"
"MIR22HG"
"SEC14L5"
"RLIG1"
"ARHGAP44"
"GBA2"
"ZNF239"
"LRRC20"
"PANO1"
"LRRFIP2"
"NXPE2"
"NKRF"
"NAT1"
"DARS1-AS1"
"SLC19A1"
"KCNJ15"
"TCF21"
"PLAAT2"
"IL10RB"
"NOP2"
"KLHL31"
"SNRPG"
"SSC4D"
"CPSF3"
"PYCR3"
"DENND2A"
"TBC1D24"
"PPM1A"
"TPH1"
"RHEX"
"HSPE1"
"LOC105378569"
"SELENBP1"
"MSANTD3-TMEFF1"
"ZFP3"
"FCGBP"
"TPRG1L"
"IPO7"
"EDIL3"
"ARMC10"
"ATAD2"
"NEURL1"
"LINC03040"
"TCFL5"
"UGGT2"
"TRAP1"
"PADI2"
"CST1"
"UNC5CL"
"MYPN"
"ZSWIM4"
"NTRK3"
"B3GALT5"
"RAD54B"
"FAM222A-AS1"
"PAPSS2"
"ACSF2"
"SND1"
"CCDC86"
"FLVCR2-AS1"
"TTPAL"
"URB2"
"NOL6"
"UBE2V1"
"EDIL3-DT"
"LUCAT1"
"DIS3"
"SCG3"
"PPARGC1B"
"CLIC5"
"BMP6"
"DBNDD1"
"SIGLEC6"
"MYH15"
"CHP2"
"GRPEL2"
"SLC13A3"
"KIF13B"
"CXCL2"
"PITPNM3"
"DDX18"
"GSTM5"
"TMEM171"
"NPFFR1"
"KIR2DL4"
"LINC01082"
"POMP"
"HM13"
"XKR4"
"COL4A2-AS2"
"BMP5"
"SOS2"
"RUVBL1"
"IGLV2-11"
"LOC107985504"
"TMEM41A"
"CCT3"
"PSME4"
"TOM1L2"
"ESAM-AS1"
"EIF3B"
"TAF1A"
"VPS4B"
"NOTUM"
"APOBEC3D"
"PRDM16-DT"
"CASC21"
"SHMT2"
"TEX30"
"NUP58"
"BMP2"
"RCL1"
"METTL5"
"TRPV4"
"HADH"
"GCSH"
"COL1A1"
"DYRK2"
"HSPE1-MOB4"
"B3GALT4"
"PRIMA1"
"POLR1F"
"ANO5"
"RPAP3"
"DSG4"
"NAA25"
"VSIG2"
"SCD"
"STK31"
"ACSBG1"
"APLN"
"ZPR1"
"LINC01975"
"SCIN"
"RAVER2"
"ERLN"
"HSPH1"
"GPS2"
"SEMA6A"
"EEF1AKMT1"
"SSTR3"
"FHIP1B"
"FAM30A"
"LOC105371168"
"STAU1"
"RPF2"
"KBTBD11-OT1"
"LINC00494"
"E2F3"
"STX12"
"GABRD"
"RRP9"
"DNAJC2"
"TMEM59"
"CSTF1"
"BOD1"
"ADRB1"
"NUP107"
"POU5F1B"
"TACSTD2"
"CGRRF1"
"NAP1L2"
"POLD2"
"BHLHE40"
"SCIRT"
"ZNF121"
"AARS1"
"MBTPS2"
"ATP8B1-AS1"
"PFDN4"
"FAM227A"
"KRT17"
"KRTAP13-2"
"SH2D7"
"IPO4"
"PCDH11Y"
"LOC105376328"
"GRIP2"
"GRIN2B"
"IGLV2-8"
"PSMC2"
"KRT20"
"LOC102724146"
"MORC2"
"CLDN14-AS1"
"ELOC"
"DHRS2"
"SNORD52"
"PLEKHA8P1"
"NMB"
"C1QTNF12"
"GAS2"
"FRZB"
"DHRS9"
"MIR675"
"CAPN2"
"PEDS1-UBE2V1"
"SOCS6"
"NLRP12"
"NBPF10"
"C5orf46"
"LCN10"
"PKHD1L1"
"ADCY9"
"MIEF2"
"RFC3"
"LOC105374264"
"TCP11L1"
"LOC105372857"
"MEP1B"
"ZFP69B"
"B4GALNT2"
"PLCE1-AS1"
"RNF138"
"FCGR3B"
"LOC105371601"
"TEF"
"B3GALT5-AS1"
"SIM2"
"MTERF3"
"CHODL"
"LIMA1"
"PUS1"
"PTGR3"
"MICAL3"
"TOMM34"
"FASN"
"BORCS6"
"BRIX1"
"PLXNA1"
"TBX15"
"FAM117A"
"RANGAP1"
"TEX10"
"KIF1C"
"HEPACAM2"
"HSPD1"
"TSPAN3"
"IGLV2-33"
"CACNB1"
"LOC105370485"
"PKP4-AS1"
"SPOCD1"
"GLIPR2"
"NOC3L"
"ITPKA"
"LOC107983998"
"ADGRL3"
"MIR650"
"PARM1"
"SPARC"
"ANKRD9"
"PHYKPL"
"PINK1"
"PLPP1"
"SULT1B1"
"AEN"
"TGIF2"
"LINC02884"
"BMX"
"SLC38A7"
"LOC105379252"
"CFAP157"
"MROH8"
"H19"
"TRIP4"
"LINC01270"
"NEK6"
"TMEM132A"
"CUL4A"
"FBLIM1"
"TWNK"
"MROCKI"
"PAFAH2"
"ARPIN"
"ZC3H15"
"LINC00294"
"CALCOCO2"
"YEATS2"
"CENPN"
"INTS7"
"FER1L6-AS2"
"DDN"
"TRMT112"
"EPIST"
"SNHG15"
"SYP"
"TUBB"
"SOX10"
"HSALR1"
"LOC100289511"
"LINC01752"
"DNAJC4"
"NOLC1"
"ATP8B1"
"MCM6"
"WDR5"
"PA2G4"
"SNX24"
"SIAE"
"TNFAIP8L3"
"TUBB4A"
"E2F7"
"KIAA0513"
"OLFML2B"
"TNFAIP6"
"PINK1-AS"
"CBX4"
"POU2AF1"
"ZBTB12"
"PTP4A3"
"HYCC2"
"REP15"
"BHLHE40-AS1"
"KBTBD11-AS1"
"POLR1G"
"NFE2L1"
"UTP20"
"LOC105373582"
"GPT2"
"PHGR1"
"EXOSC7"
"PLS3"
"LMCD1"
"FTSJ1"
"VPREB3"
"CRYBA2"
"COL4A6"
"MTG2"
"SYNCRIP"
"ZNF200"
"GRHL3"
"SCLY"
"PVT1"
"DGLUCY"
"SYP-AS1"
"CLCA1"
"ASPHD1"
"ATP1A2"
"PKP4"
"EIF2S3"
"MZT1"
"RRS1"
"CLNS1A"
"DPT"
"SCAMP2"
"AKR1B15"
"DPM1"
"LSMEM2"
"GRPEL2-AS1"
"MYC"
"SFRP1"
"ARRB1"
"LOC105378286"
"FER1L6"
"BEND4"
"GSTM2"
"SLC7A14"
"GLRA4"
"SET"
"DDX31"
"GNL3"
"IGKV2-24"
"PSMA1"
"MIR4664"
"FAM86C1P"
"ATG4A"
"SCUBE2"
"ST6GALNAC6"
"DHCR7"
"KIAA1671"
"RASL10B"
"DMAP1"
"SQLE"
"RCBTB1"
"RSL1D1"
"TST"
"WNT2B"
"HTR7"
"SIPA1L2"
"AZIN1"
"GREM2"
"HPGDS"
"CD7"
"UHRF1"
"CES3"
"P2RX6"
"MINDY1"
"EGLN1"
"SPINDOC"
"ENTPD5"
"RETREG2"
"PLUT"
"FCRLA"
"FAM95B1"
"SLC29A1"
"MEI1"
"PVR"
"OSR1"
"CA12"
"CPTP"
"CCDC13"
"GDPD3"
"GDPD5"
"ZNF821"
"DNAH2"
"GLYATL1"
"MALSU1"
"BEST2"
"LOXL2-AS1"
"PFDN2"
"ARL14"
"IGKJ3"
"GPD1L"
"NONO"
"KCNH4"
"LGALS2"
"STYK1"
"SYT4"
"LINC01232"
"TADA2B"
"PDRG1"
"GALR1"
"ADRM1"
"POP1"
"SNRPE"
"KPNA3"
"SEMA6A-AS1"
"RNF112"
"UGDH"
"SCN1A-AS1"
"BTBD3"
"DCHS2"
"SNHG16"
"UBAP2L"
"IGLV7-43"
"MEST"
"CPM"
"LINC03026"
"TTLL4"
"LARP1"
"SMYD2"
"IGLV2-23"
"SLC19A2"
"WNT3"
"TMEM253"
"STPG1"
"PUM3"
"CEP72"
"PRRT2"
"TRHDE"
"LOC105375350"
"CHRDL1"
"PSPH"
"DUSP9"
"SMARCC1"
"SYTL4"
"CLCA2"
"IGLV2-18"
"TEP1"
"BDKRB2"
"MEX3A"
"BLK"
"PTGDR"
"LOC105375751"
"STIM1"
"PSEN1"
"KIT"
"LINC00858"
"HOXD1"
"ARHGAP17"
"COL18A1"
"SLAMF9"
"NHSL1"
"TRIP13"
"CBFA2T3"
"FOXS1"
"SLC4A2"
"VWA2"
"RBM28"
"PAQR8"
"GMPS"
"BOP1"
"UQCRC1"
"MFSD12"
"IGKV1-27"
"KCTD20"
"EXOSC8"
"PHF20"
"TMEM97"
"IER5L"
"GEMIN5"
"NEUROD1"
"COL4A2"
"SAMD9"
"WDR12"
"PAICS"
"ST7"
"MYZAP"
"PPAT"
"PAQR5"
"LOC112268445"
"UTP18"
"ITGB7"
"DDX27"
"CD19"
"ADAM33"
"SDHD"
"TMEM100"
"SPDL1"
"ATP8A1"
"TTI1"
"E2F1"
"SERPINE1"
"PRKAR2B"
"LOC105374608"
"SORD"
"ATP6V1E2"
"HEATR5A"
"SSBP2"
"TG"
"POLR1C"
"ST7-OT3"
"SNRPD2"
"RAB4B"
"GNPTAB"
"CCL28"
"HPGD-AS2"
"NOB1"
"FMNL2"
"NEO1"
"HMGB1"
"PIEZO1"
"MAGOHB"
"SORCS1"
"BCAS1"
"PTGER2"
"SNORA18"
"MTAP"
"ABCC13"
"PIGZ"
"CA9"
"ANAPC7"
"RPRD1B"
"LOC643327"
"ABCB5"
"IL1RAP"
"FAM162A"
"AP5M1"
"GCNT3"
"CPNE2"
"IBSP"
"ANGPTL7"
"PCID2"
"HAPLN1"
"MAP3K20"
"IGKV2D-30"
"SDHAP1"
"TRIM27"
"CD160"
"SIPA1L3"
"RIMKLA"
"CNST"
"ZMYM2"
"GNPDA1"
"NEFL"
"PUS3"
"TRAF3IP2"
"SMYD5"
"FCRL4"
"GTF2F2"
"ADAMTSL1"
"CKB"
"DSCAML1"
"EIF3J"
"ATCAY"
"CYP4F24P"
"LEMD1"
"FOXD3"
"AATF"
"GUCY1A2"
"RTKN"
"HSP90AB1"
"FOSL1"
"RHCE"
"RASAL2-AS1"
"LOC105376959"
"TM4SF1-AS1"
"LIPG"
"LOC107985939"
"PRKACB"
"GON7"
"GRIK3"
"IGKV2-30"
"SHLD2P3"
"CCT7"
"BTNL3"
"AGO2"
"IGKV5-2"
"NIP7"
"MAPK7"
"IGHV3-7"
"RBM47"
"IGHV3-49"
"VAMP1"
"MDC1-AS1"
"DCTD"
"FAM151A"
"MIGA2"
"DSG1"
"KLC3"
"ATIC"
"HAGLR"
"URAHP"
"SESN2"
"TSPAN1"
"SIGMAR1"
"MIR6720"
"GPR108"
"SCN2B"
"IGLC3"
"KLK6"
"DTNB-AS1"
"IGHV1OR15-1"
"LRRN2-AS1"
"ELOVL5"
"SNORA105B"
"LOC105375434"
"ARSA"
"HSD11B2"
"C1orf21"
"LINC00659"
"IGKV2D-24"
"DIMT1"
"SNORA9"
"CAB39"
"TMA16"
"FNDC1"
"WT1"
"ABCC8"
"NBPF19"
"KCNA3"
"WDR74"
"CASP5"
"TAF1D"
"ATOSA"
"SNRPC"
"IDH3A"
"LOC102724723"
"DUXAP10"
"RPN2"
"ZFAND1"
"KIF19"
"COXFA4L3"
"IGKV1D-27"
"SLC9A2"
"GPR3"
"ANAPC1P4"
"ASAP3"
"CTSG"
"IGKV1-12"
"SUCLG2"
"LTV1"
"TCP11L2"
"IFITM1"
"MIR147B"
"ADAM17"
"C1QTNF2"
"MSX2"
"B3GNT7"
"G3BP1"
"DERL3"
"S100A2"
"SMOX"
"CNR1"
"NSMCE2"
"SNORA105A"
"SRSF5"
"IGLC4"
"LRRC19"
"TPM4"
"MDC1"
"MIR1292"
"CRABP1"
"ANKRD12"
"SEMA3D"
"JAM2"
"TGDS"
"NUP43"
"LOC105369890"
"ANPEP"
"SERPINH1"
"GSN"
"SEMA3G"
"FRMD3"
"TOMM20"
"HACD3"
"MAPK15"
"GPATCH4"
"CEACAM1"
"VIPR1"
"FCRL2"
"EXOSC2"
"RRP1"
"WDR3"
"HEYL"
"LOC102724760"
"TCF7L2"
"FCN3"
"VWA5A"
"IGSF10"
"ARHGAP44-AS1"
"MRPL35"
"SLIT3-AS2"
"UBA2"
"ATP2A3"
"GFI1"
"BHLHE41"
"IGKJ1"
"ZNF670-ZNF695"
"CDC6"
"WNT7B"
"DDX10"
"ZMYND19"
"CNPY2"
"RABEPK"
"CPT1A"
"MACIR"
"MYO1C"
"KRT7"
"OVGP1"
"CD79B"
"IRAK2"
"DDX47"
"LINC01133"
"SRPRB"
"TENT5A"
"RLIM"
"KRT23"
"NUTF2"
"VAT1L"
"CPT2"
"DUXAP8"
"ST7-AS2"
"POLE3"
"COMT"
"FAM91A1"
"EMX1"
"SCN7A"
"LRRC1"
"TMEM9B"
"LINC00667"
"UBA7"
"GCSAML"
"TKT"
"DDIAS"
"KCNA6"
"QSOX2"
"LOC105372141"
"ZNF473"
"LOC105375127"
"TTC22"
"C2CD4A"
"MADCAM1"
"NT5DC4"
"IGLV2-28"
"AVIL"
"ALKBH2"
"IGLL5"
"STARD5"
"HNRNPA3"
"FANCB"
"IGKV1D-43"
"GGCT"
"ECT2"
"RNF183"
"LOC107985236"
"PTPN12"
"IMPDH1"
"GPR84"
"LOC105378726"
"MCM3"
"RPS21"
"PA2G4P4"
"CACNA1A"
"TMEM17"
"GALK1"
"RIOK1"
"HS3ST6"
"NEBL"
"XRCC2"
"FSBP"
"LRATD2"
"UNC93A"
"ASB8"
"SSPN"
"NAT8B"
"ORC6"
"TOMM5"
"IGKV3-11"
"NEDD4L"
"TMIGD2"
"XPO4"
"NAP1L1"
"PLEKHH2"
"PDCD11"
"IGKV3D-7"
"KPNA2"
"SULF1"
"LINC01979"
"SERINC4"
"ACTR3B"
"PCBD1"
"CIMAP2"
"ODF2"
"ZFAND2B"
"SEMA3E"
"CFI"
"C9orf43"
"LETM1"
"AFF3"
"GPR55"
"ALG8"
"MED9"
"DLGAP4"
"LOC100652758"
"AZGP1"
"SCN9A"
"ADCY6"
"CCNJL"
"DNAJA1"
"ACBD6"
"SEMA6A-AS2"
"CNTFR"
"HDAC9"
"HEATR1"
"RAD23B"
"MBOAT1"
"WDR5B"
"PTPRCAP"
"ENTPD3"
"TNFRSF14-AS1"
"YEATS2-AS1"
"NTN1"
"NUP188"
"ELFN1-AS1"
"ZNF367"
"MRPL50"
"FCAR"
"SYTL2"
"APOBR"
"GNG12"
"IGLC1"
"GOLM1"
"MIR570HG"
"IGLC6"
"DAB1"
"LOC107986127"
"MCM10"
"RGS4"
"NWD2"
"CD22"
"CES2"
"INHBB"
"COA1"
"BTBD16"
"TMEM61"
"PKNOX2"
"BCL2L1"
"RAET1L"
"SPRED3"
"GDF15"
"IGKJ5"
"FAM219B"
"SH3PXD2B"
"SMPD1"
"LGALS9B"
"BARX2"
"IRAG2"
"MGAT4A"
"HROB"
"P2RY14"
"IL17REL"
"TPX2"
"IGLV4-60"
"PAQR4"
"TNK1"
"NBPF25P"
"NBPF14"
"SEPTIN1"
"CAMSAP1"
"ASTN1"
"IGHV3-41"
"LINC02568"
"ACAN"
"KICS2"
"RHPN1-AS1"
"SP2-AS1"
"MIF-AS1"
"CNGA3"
"CMAHP"
"NEGR1"
"NEFM"
"TPSB2"
"ZNF281"
"IGLJ1"
"ANAPC10"
"YJEFN3"
"TROAP-AS1"
"ABHD5"
"C2-AS1"
"POLR1B"
"ITGB1-DT"
"VILL"
"COLGALT1"
"CCR10"
"RHEB"
"PALB2"
"NUMB"
"IMPA1"
"SNHG32"
"SEC14L4"
"MRPS23"
"UBE2F-SCLY"
"PLXNA2"
"EAPP"
"MAMDC2"
"KCNJ8"
"B3GNT6"
"ABCE1"
"SMAD7"
"MIF"
"MZB1"
"LGALS4"
"ANKRD20A3P"
"INSIG1"
"FZD1"
"MRAP"
"TPSAB1"
"PIGS"
"DNAAF4"
"CAMK2A"
"ASB7"
"CDC50B"
"HERPUD1"
"SHROOM3"
"FPGS"
"EPHB1"
"BICD1"
"IPO11-LRRC70"
"SYNGR1"
"ZNF280C"
"ZBTB9"
"ALDH4A1"
"PANX1"
"KCNQ5"
"SPMIP11"
"LDHD"
"DESI1"
"VWA5B2"
"MAPK3"
"UCN3"
"CECR7"
"COL8A1"
"JPT2"
"LINC00963"
"UMPS"
"IGLC2"
"CHCHD6"
"HOXD4"
"IGKV1D-12"
"IGKV1-6"
"ZNRF3"
"ASB9"
"OTUD7A"
"CDHR5"
"ENTPD8"
"SPATA24"
"MCMDC2"
"CENPQ"
"PDGFD"
"RSPO1"
"IGKV2D-28"
"PSMD12"
"IMPA2"
"PTPRF"
"EEF1E1-BLOC1S5"
"TMEM54"
"IGKV2-28"
"CKS2"
"LARGE2"
"NCL"
"PDE5A"
"MATN2"
"IGLV1-50"
"UQCC6"
"KIF5C"
"SRI"
"GTF3A"
"SYNJ2BP"
"P2RX5-TAX1BP3"
"PTCHD1"
"CTDP1"
"FUS"
"CLCN2"
"IGHJ4"
"ACACA"
"MIR22"
"CALM1"
"INSM1"
"TRIM3"
"ZNG1C"
"IGHV4-59"
"BEND5"
"GINS4"
"PGM5-AS1"
"PNPT1"
"ARRDC4"
"CLECL1"
"SCN4B"
