"Gene"
"ZNF525"
"SNRPD2"
"PDCD2"
"CALM1"
"RCC2"
"DIMT1"
"SMYD2"
"TMEM147"
"CNPY2"
"SLC12A2"
"ACBD6"
"RPL31"
"PPP1CB"
"TOMM20"
"THOC3"
"SEC23A"
"SERINC1"
"SMPD4"
"PTPMT1"
"RPS15A"
