"Gene"
"OTOP2"
"OTOP3"
"BEST4"
"CA7"
"SPIB"
"GUCA2B"
"CLCA4-AS1"
"KRT24"
"TMIGD1"
"LOC105369724"
"LINC00974"
"FAM135B"
"VSTM2A"
"ALPI"
"MYOC"
"SCARA5"
"CLCA4"
"CDKN2B-AS1"
"LOC105376993"
"LGI1"
