"Gene"
"CA7"
"KRT80"
"BEST4"
"GUCA2B"
"SPIB"
"CA1"
"OTOP2"
"TMIGD1"
"AQP8"
"CLCA4"
"MYOC"
"KRT24"
"ETV4"
"MMP7"
"CLDN1"
"INHBA"
"FOXQ1"
"WNT2"
"ESM1"
"EPHX4"
