"Gene","logFC_Condition","adjP_Condition","logFC_Platform","Ec","Ep","Em","Es","Ex","AUC_Microarray","AUC_RNAseq","BIOS_Rank"
"PRRC2C",0.328379762243888,2.16514163889649e-06,4.24489565091051e-15,0.0125579593077585,0.999936172521779,0,0,NA,NA,NA,NA
"NUDT3",0.397830698071087,2.1927210079768e-06,3.84380314846227e-16,0.0151991506042799,0.999947883878013,0,0,NA,NA,NA,NA
"POMT1",-0.339185456386915,2.20120999428177e-06,-7.50655759790277e-16,0.0129547622160987,0.999938309709539,0,0,NA,NA,NA,NA
"RBBP5",0.462851011926034,2.21285013210101e-06,4.90224169658956e-15,0.0176708552716442,0.999955662697258,0,0,NA,NA,NA,NA
"ZNF397",-0.41698860345201,2.25341588095204e-06,3.33129606200063e-15,0.0158976975852167,0.99995042795094,0,0,NA,NA,NA,NA
"SPIN2B",0.414163623872098,2.33595935471094e-06,-2.84107189234168e-15,0.0157463091861617,0.999950067602022,0,0,NA,NA,NA,NA
"ATG9A",-0.342679799394783,2.36066271015347e-06,1.72448885818239e-15,0.0130179577131602,0.999938971992209,0,0,NA,NA,NA,NA
"RBM33",0.398943413172628,2.39834951176955e-06,3.93293481567299e-15,0.0151368126324791,0.999948038324427,0,0,NA,NA,NA,NA
"CLPTM1",-0.343427037492711,2.39895554166772e-06,2.4288379314921e-15,0.0130301417541799,0.99993911186702,0,0,NA,NA,NA,NA
"HDLBP",0.285214193990657,2.4706390153426e-06,3.06947178956915e-15,0.0107968363469083,0.999926019547965,0,0,NA,NA,NA,NA
"RANGRF",0.342393667100862,2.53748402171521e-06,-3.23102293638857e-15,0.0129345756237022,0.999938918269602,0,0,NA,NA,NA,NA
"BLOC1S3",0.290118358856277,2.55800008966652e-06,-1.55144808238658e-15,0.01095292603026,0.999927325183328,0,0,NA,NA,NA,NA
"DHRS3",-0.457655020905269,2.57551492060359e-06,-1.8550528238231e-15,0.0172688318301887,0.999955122324921,0,0,NA,NA,NA,NA
"COPS7B",0.418929643291107,2.59252429516032e-06,2.25057459707066e-15,0.0157995103746367,0.999950672729494,0,0,NA,NA,NA,NA
"SEC63",0.347943225709995,2.60574340403575e-06,2.91906210115106e-15,0.0131171404266797,0.999939944460118,0,0,NA,NA,NA,NA
"MRPS31",0.378228970306986,2.6140507633691e-06,-1.37597011256548e-15,0.0142553553433052,0.999945014120443,0,0,NA,NA,NA,NA
"ZNF3",0.446632258344779,2.62390368770651e-06,2.3731306394854e-15,0.016828531560402,0.999953934352405,0,0,NA,NA,NA,NA
"TRIM5",0.395037772320242,2.64122895018299e-06,2.69623293312426e-15,0.0148768947607783,0.99994749238267,0,0,NA,NA,NA,NA
"HSPA5",0.415766672825108,2.64339832546257e-06,4.30895903671821e-15,0.0156565323646022,0.999950272684742,0,0,NA,NA,NA,NA
"CRCP",0.432156312472724,2.76121787632923e-06,2.36755991028473e-15,0.0162184642059262,0.999952282161618,0,0,NA,NA,NA,NA
"RAB14",-0.472389883859922,2.79186586747314e-06,6.2754264445547e-15,0.0177131078404415,0.999956623777164,0,0,NA,NA,NA,NA
"CC2D1B",-0.342409779384349,2.83238718796932e-06,2.41769647309076e-15,0.0128248035634906,0.999938921297185,0,0,NA,NA,NA,NA
"RNFT1",-0.441433249351583,2.89046631558532e-06,-1.99432105383984e-15,0.0165074115770066,0.999953353441352,0,0,NA,NA,NA,NA
"ZNF592",-0.495317007478656,2.95208536861191e-06,6.15008503753963e-15,0.0184917623980481,0.999958782366964,0,0,NA,NA,NA,NA
"CALM3",-0.318259537372718,2.95317607685604e-06,2.98312548695876e-15,0.011881298072674,0.999934039300936,0,0,NA,NA,NA,NA
"DLG5",0.48090080887326,2.97121522539412e-06,1.40382375856883e-15,0.0179444522581308,0.999957449102421,0,0,NA,NA,NA,NA
"ZNF92",0.494015694962453,2.98254672653282e-06,-2.5402525155055e-15,0.0184283108225218,0.999958665211801,0,0,NA,NA,NA,NA
"TMEM115",-0.391966162520023,3.04959113634415e-06,3.26166194699226e-15,0.0145960004360343,0.999947055381261,0,0,NA,NA,NA,NA
"BMP2K",-0.457504658539384,3.12840653688905e-06,3.06390106036848e-15,0.0170022893860093,0.999955106504745,0,0,NA,NA,NA,NA
"RPL3",0.363025888325609,3.16869180811746e-06,6.46204587277715e-16,0.0134775468564347,0.999942574944836,0,0,NA,NA,NA,NA
"NIF3L1",0.316131114167179,3.22583641637043e-06,-2.14473074225793e-16,0.0117199842904368,0.999933573272337,0,0,NA,NA,NA,NA
