"Gene","logFC_Condition","adjP_Condition","logFC_Platform","Ec","Ep","Em","Es","Ex","AUC_Microarray","AUC_RNAseq","BIOS_Rank"
"NUP35",0.910153187909522,4.15586357661117e-18,-1.32304818515911e-15,0.106801603885699,0.999979053765539,0,0,0.752506775765945,0.939962476547842,0.827160493827161,0.371857486683437
"CLMN",-1.2306315534035,2.94673606845845e-12,4.43569312603345e-16,0.0957992751801713,0.999985356971782,0,0,0.76349227614209,0.879924953095685,0.833333333333333,0.371855381658809
"SCLY",0.899518706598527,1.12475836478275e-14,-1.43167740457218e-15,0.0847093768194809,0.999978767613507,0,0,0.774477776518235,0.926829268292683,0.839506172839506,0.371833184190245
"PAFAH2",-0.964195850883902,9.45145218969014e-12,-3.89951044046897e-17,0.0717636095657041,0.999980410398112,0,0,0.787421292908891,0.84677923702314,0.848765432098765,0.371833062574541
"PDE3A",-1.55620158018953,2.40445349913275e-11,4.86881732138554e-15,0.111565228682332,0.999989102008221,0,0,0.747014025577872,0.84490306441526,0.824074074074074,0.371713671253685
"NAA15",1.4003133160617,4.15505485257348e-13,7.40349910769037e-15,0.117051193258074,0.999987526110804,0,0,0.7415212753898,0.893058161350844,0.820987654320988,0.371711998951736
"PLD1",-0.964093665360729,3.83070925650125e-11,1.15871167373935e-15,0.0678000963060546,0.999980407976443,0,0,0.790760225481002,0.848655409631019,0.864197530864197,0.3717081459527
"HELLS",1.27101202891104,1.04899803056739e-13,-1.73806751060903e-15,0.111372633766075,0.999985925692672,0,0,0.747014025577872,0.887429643527204,0.824074074074074,0.371674517007324
"EXOSC3",0.768589139946792,3.38678791090339e-14,-1.72692605220769e-16,0.0698954220605439,0.999974595670124,0,0,0.788209651988417,0.921826141338336,0.847222222222222,0.371615933943817
"NBPF1",-1.18248695513736,3.36604153901359e-13,2.91906210115106e-15,0.0995733636505284,0.999984628137758,0,0,0.758483877283923,0.830519074421513,0.925925925925926,0.371608373814442
"ASB7",-0.748661183688161,1.75779348097108e-12,7.01911879284414e-16,0.0594140551498121,0.999973832733904,0,0,0.798551068149263,0.853033145716073,0.873456790123457,0.371587791206596
"POLR3G",1.34967024786471,1.04532877059788e-14,6.68487504080395e-17,0.127390813588762,0.999986935811096,0,0,0.730535775013655,0.91869918699187,0.814814814814815,0.371582704882703
"GNB1L",0.802810945909824,4.35706444750774e-14,-2.69623293312426e-15,0.0724145774742473,0.999975817471009,0,0,0.785463276894381,0.90556597873671,0.845679012345679,0.371570734367927
"ECHDC2",-0.800217903036121,5.21191539736306e-12,-2.06674053344855e-15,0.0609555157918202,0.999975728552297,0,0,0.796448777270526,0.891181988742964,0.851851851851852,0.371476004322929
"PSEN1",-0.696295951915563,1.87837604125019e-12,3.52070085482341e-15,0.0551228763496659,0.99997161979804,0,0,0.801941527458598,0.873045653533458,0.854938271604938,0.371407204721261
"IKZF1",-1.38324016783505,1.75779348097108e-12,-9.02458130508533e-16,0.109774500690361,0.99998733193455,0,0,0.747014025577872,0.879924953095685,0.824074074074074,0.371355171640557
"SESN2",-1.16502085586904,4.50826231048601e-16,9.13599588909873e-16,0.120700395014856,0.999984348837563,0,0,0.736028525201727,0.927454659161976,0.817901234567901,0.371342653810829
"CDR2L",0.861463152102685,1.07869191565945e-10,-9.74877610117242e-16,0.0579676495085304,0.999977685740395,0,0,0.798551068149263,0.853033145716073,0.876543209876543,0.371299280679638
"HEATR5A",-0.725933746656918,5.56493104490976e-13,2.65723782871957e-15,0.0600584423681032,0.999972911493068,0,0,0.796448777270526,0.881801125703565,0.851851851851852,0.37129602622634
"SIGLEC1",-1.62692972067006,3.52653211089413e-12,3.65439835563949e-15,0.125792549866786,0.999989717416359,0,0,0.730535775013655,0.872420262664165,0.814814814814815,0.37126360845936
"DAAM2",-0.923124385859893,1.95686328366402e-09,2.94134501795374e-15,0.0542725991431528,0.999979393868604,0,0,0.801941527458598,0.859287054409006,0.854938271604938,0.371238704094071
"SNORD45C",1.63448114273996,4.45779647842694e-15,-6.96341150083744e-16,0.1583574491458,0.999989779974803,0,0,0.697579273885219,0.913696060037523,0.796296296296296,0.371185300601164
"OSBPL1A",-1.46897158610428,2.9791097227308e-12,-8.46750838501833e-16,0.114305942422335,0.999988261402849,0,0,0.7415212753898,0.90744215134459,0.820987654320988,0.371163095842997
"QSOX2",1.15917322699567,1.96997921482416e-17,1.62665292659563e-15,0.130734098030348,0.999984253447476,0,0,0.725043024825582,0.941213258286429,0.811728395061728,0.371152275260681
"RNF114",0.613452678500962,4.61803494798066e-11,1.90518938662912e-15,0.0428049913174503,0.999967347248104,0,0,0.812927027834743,0.873983739837398,0.861111111111111,0.37113987328006
"CCDC59",0.536025624511099,5.95034267996288e-14,-2.11130636705391e-15,0.0478604006677331,0.99996216007466,0,0,0.807434277646671,0.919011882426517,0.858024691358025,0.371051367677813
"PLEKHG6",-1.00642675384958,2.33904660671046e-09,4.01649575368304e-15,0.058643703694356,0.999981369110161,0,0,0.796448777270526,0.871794871794872,0.851851851851852,0.371014770015008
"GPBP1L1",-0.587588293813698,1.14134403105656e-12,1.93861376183314e-15,0.047375245770801,0.999965766536389,0,0,0.807434277646671,0.884928080050031,0.858024691358025,0.370955057990772
"CHAF1B",1.3892865292633,4.02371679840545e-15,-1.27012625775275e-15,0.135018970466775,0.999987401246831,0,0,0.71955027463751,0.91307066916823,0.808641975308642,0.370911329270223
"CAMK2D",-0.858691830182754,1.42792927992611e-12,2.55696470310751e-15,0.0686693927425292,0.999977603209165,0,0,0.785463276894381,0.870544090056285,0.845679012345679,0.370822054569215
"CDCA4",1.68051682153007,5.39244886163239e-15,2.60988663051387e-15,0.161879753566637,0.999990149188147,0,0,0.692086523697147,0.904315196998124,0.79320987654321,0.370791285290386
"LGALSL",-0.79598337544835,1.69672141232516e-14,-3.55412523002743e-15,0.0739997543168674,0.99997558209942,0,0,0.779970526706308,0.90931832395247,0.842592592592593,0.370789172624519
"GNG12",-0.915950474601658,1.41841416266539e-13,3.38700335400733e-15,0.0794500608554307,0.999979206960108,0,0,0.774477776518235,0.90462789243277,0.839506172839506,0.370781408866755
"RNF14",-0.539159108883794,5.7495711793647e-12,1.94975522023448e-16,0.0409145143361218,0.999962398927127,0,0,0.812927027834743,0.883989993746091,0.861111111111111,0.370760788219598
"TBC1D10C",-1.27850480040772,7.4831074796856e-11,-2.33970626428138e-15,0.0874010856159171,0.999986027269792,0,0,0.766274719952183,0.834896810506567,0.854938271604938,0.370732366567579
"SLC6A9",-1.32063612599532,8.30142890022112e-11,-8.69033755304513e-16,0.0898794197795848,0.999986576968999,0,0,0.76349227614209,0.886178861788618,0.833333333333333,0.370671654578135
"POLD4",-1.02726276109934,1.79407678493851e-14,-3.15303272757919e-15,0.095332935125464,0.999981813082709,0,0,0.757999525954018,0.894621638524078,0.830246913580247,0.370662854832438
"LPCAT1",1.40599053182427,1.69702698884001e-12,3.57640814683011e-15,0.111725009600455,0.999987589634206,0,0,0.7415212753898,0.895559724828017,0.820987654320988,0.370646774924892
"INTS7",1.01700377574065,8.84858978596064e-14,2.2791245842241e-15,0.0896225198834774,0.999981596758271,0,0,0.76349227614209,0.886491557223265,0.833333333333333,0.370619278556768
"HMGA1",1.37872404216715,4.02262449859651e-12,1.98735764233901e-15,0.106069477547933,0.999987279767441,0,0,0.747014025577872,0.900250156347717,0.824074074074074,0.370614156578649
"ETFA",-0.814230923713674,3.68998440742869e-12,1.97203813703716e-15,0.0628473429353349,0.999976202336967,0,0,0.790203736718984,0.848342714196373,0.888888888888889,0.370605456398257
"DCLRE1B",0.980522539797772,1.35625959695863e-12,5.90497295271015e-16,0.0785602091344104,0.999980790833178,0,0,0.774477776518235,0.890243902439024,0.839506172839506,0.370603755297165
"CD37",-1.38208367865243,1.73531818072177e-11,1.51523834258223e-15,0.100404164409632,0.999987318608068,0,0,0.752506775765945,0.867417135709819,0.82716049382716,0.370579651756729
"PAM16",0.871419866303176,9.82892510898433e-18,-3.39814481240867e-15,0.100057083453728,0.999977977924746,0,0,0.752506775765945,0.950594121325829,0.827160493827161,0.370508367428884
"GPR18",-1.62894487575869,1.77711921148511e-09,-7.13053337685754e-16,0.096229574596207,0.999989734167326,0,0,0.756257922235848,0.829268292682927,0.830246913580247,0.370495446199876
"GLO1",0.865558864120578,1.54485727087822e-12,3.75467148125155e-15,0.069018805696899,0.999977806744752,0,0,0.782969382812742,0.844277673545966,0.867283950617284,0.370393199050879
"PNPLA7",-1.21344344519555,2.72612868680853e-11,-1.47067250897687e-15,0.0865459280191462,0.999985103408721,0,0,0.765161742428146,0.834271419637273,0.864197530864198,0.370338554771203
"TMEM59",-0.990027468476644,1.64608609553709e-13,1.89404792822778e-15,0.08544343301158,0.999981006532741,0,0,0.766238651236127,0.884615384615385,0.834876543209877,0.370332618156089
"RFC4",1.14144464039304,5.17187111485984e-15,-1.75477969821104e-15,0.110092127953967,0.999983958274675,0,0,0.7415212753898,0.908067542213884,0.820987654320988,0.370319472323688
"PRMT1",0.882352884925063,5.81571543202332e-16,-8.69033755304513e-16,0.0907561655005665,0.999978291163576,0,0,0.760745901048054,0.925891181988743,0.83179012345679,0.370296071542439
"LINC00294",-1.01060923984107,1.99481452283129e-18,-4.76854419577348e-15,0.120764414453972,0.999981459698919,0,0,0.730535775013655,0.954659161976235,0.814814814814815,0.370256329833309
"LRCH1",1.18827631007653,1.94545752584582e-16,3.16417418598053e-15,0.126037773748323,0.999984718903465,0,0,0.725043024825582,0.921826141338337,0.811728395061728,0.370213103495474
"NUMB",-0.516076299153516,1.22925044906355e-11,3.34104483810181e-15,0.0380130780680916,0.999960571406175,0,0,0.813019775961747,0.861163227016886,0.864197530864197,0.370198685087203
"TRIM59",1.21867519306463,2.36710340357451e-13,-7.79902088093794e-16,0.103878660537521,0.999985181345925,0,0,0.747014025577872,0.914321450906817,0.824074074074074,0.370175573492264
"FAM162A",-0.965090630558644,3.07888233559528e-13,-1.98875032463917e-15,0.081519451286224,0.999980431581094,0,0,0.768985026330163,0.901500938086304,0.83641975308642,0.370096981839496
"CKAP5",1.07847953689616,1.94811727013003e-16,4.22261273410783e-15,0.114387558845361,0.999982831496137,0,0,0.736028525201727,0.929330831769856,0.817901234567901,0.370079783108645
"MICAL3",-0.788210597995929,4.09300288300536e-12,2.97476939315776e-15,0.0605993801486154,0.999975309179639,0,0,0.789647247956965,0.848030018761726,0.907407407407407,0.370044387457044
"BACE2",1.34842713386513,1.16524094587611e-12,-1.20884823654538e-15,0.108637170146671,0.999986920763682,0,0,0.7415212753898,0.909631019387117,0.820987654320988,0.37002907326003
"PGAM5",0.887593752010724,1.25071203000699e-10,6.4341922267738e-15,0.0593409060487404,0.999978438581869,0,0,0.790760225481002,0.848655409631019,0.891975308641975,0.370015914022322
"NANP",1.37158185841924,2.12058401338038e-11,3.63211543883681e-15,0.0988349291212423,0.999987196564705,0,0,0.751249523377681,0.826454033771107,0.932098765432099,0.370014329812726
"CDKN1A",-1.16746551112506,3.46618101027029e-10,3.42042772921135e-15,0.0745627784039236,0.999984388432968,0,0,0.775178540144481,0.839899937460913,0.845679012345679,0.369945141396275
"IPO11",0.588729532057983,9.95610644464739e-13,6.90770420883074e-16,0.0477030625158697,0.999965839212607,0,0,0.801941527458598,0.870544090056285,0.854938271604938,0.369922085837415
"FAM180B",-1.08272191436328,7.71637038425621e-10,-8.0107085905634e-15,0.066609882679273,0.999982911532146,0,0,0.782969382812742,0.844277673545966,0.901234567901235,0.369912435404832
"POLR3K",0.819532589151357,2.87624907158166e-13,-1.53752125938491e-15,0.0693880146941849,0.999976377363397,0,0,0.779970526706308,0.893370856785491,0.842592592592593,0.369866983752778
"WDR4",1.27374306950761,5.49281145872599e-11,1.78263334421439e-15,0.0882303378762879,0.999985962854932,0,0,0.760709832331997,0.8317698561601,0.858024691358025,0.369785226612643
"SAP30",0.753137931945384,1.77098442974242e-11,-1.78263334421439e-15,0.0546682485620603,0.999974007641136,0,0,0.794099158053114,0.850531582238899,0.861111111111111,0.369748282851262
"TSC22D3",-1.24026587413284,5.96659258164166e-11,2.22829168026798e-16,0.0856105554442435,0.999985496025864,0,0,0.762935787380072,0.833020637898687,0.858024691358025,0.369706367770036
"SCP2",-0.8747791312296,4.90866600550366e-16,4.28946148451587e-16,0.0904120528302512,0.999978075003435,0,0,0.757999525954018,0.948092557848655,0.830246913580247,0.369677930757541
"SH3BGRL2",-0.907877723281959,5.67482238492549e-11,1.24784334095007e-15,0.0628005997905748,0.999978993101206,0,0,0.785463276894381,0.866166353971232,0.845679012345679,0.369648573957232
"ACVRL1",-1.29714669345773,7.9205896269465e-10,-2.67395001632158e-16,0.079702113086885,0.999986274900283,0,0,0.768500675000258,0.836147592245153,0.854938271604938,0.369637812597485
"UBE2J1",-0.769468430366527,1.06341085772962e-12,1.73806751060903e-15,0.0621991841501096,0.999974628423174,0,0,0.785463276894381,0.899937460913071,0.845679012345679,0.369527417893533
"EARS2",1.3563630526858,4.25339659157577e-14,2.94134501795374e-15,0.122441453307961,0.999987016350758,0,0,0.725043024825582,0.934959349593496,0.811728395061728,0.36949429889686
"ZNF473",1.09301050821814,1.82539244573685e-09,2.5402525155055e-15,0.0644834743754125,0.999983103054905,0,0,0.782969382812742,0.844277673545966,0.873456790123457,0.369487192048612
"LAMC3",-1.12978025070196,2.75284297613222e-10,4.51229065254266e-16,0.0729191935428559,0.999983759015402,0,0,0.774477776518235,0.840525328330206,0.839506172839506,0.369476145815299
"ULK3",-0.940454184510285,1.27964636087073e-12,3.384217989407e-15,0.0755102371016735,0.99997983361357,0,0,0.771731401424199,0.864290181363352,0.837962962962963,0.369444294427889
"CYP39A1",1.11717915193103,1.25094076218838e-09,1.9831795954385e-15,0.0671471685958294,0.999983539079022,0,0,0.779970526706308,0.866166353971232,0.842592592592593,0.369420246876232
"DSN1",1.16808969666107,1.73282471614659e-15,-5.79355836869675e-16,0.116407040949643,0.999984398516229,0,0,0.730535775013655,0.935584740462789,0.814814814814815,0.369385442895905
"LAX1",-1.4376734795113,2.93043645162907e-10,8.80175213705853e-16,0.0925279617711877,0.99998793492781,0,0,0.754031967187774,0.82801751094434,0.839506172839506,0.369309572777354
"RLIM",0.723978477765251,2.63297126513539e-14,2.3174233474787e-15,0.0663729645103538,0.999972829535554,0,0,0.779970526706308,0.926829268292683,0.842592592592593,0.369263264150443
"BDH1",-1.0231411480738,1.09820444922948e-08,1.4093944877695e-15,0.0549783117322296,0.999981726694344,0,0,0.790956027082453,0.878986866791745,0.848765432098765,0.369183213101805
"RANBP1",1.06878245453257,1.04902191393958e-16,-1.16149703833969e-15,0.115298810022361,0.999982646166415,0,0,0.730535775013655,0.939962476547842,0.814814814814815,0.369163446240486
"ARHGAP9",-1.15028108027473,2.5763463262097e-11,-1.44838959217419e-15,0.0822316127969215,0.999984106534649,0,0,0.76349227614209,0.858661663539712,0.833333333333333,0.369141599094732
"RECQL4",1.68643065992158,3.77933039797024e-16,-2.07231126264922e-15,0.175592403261145,0.999990195157018,0,0,0.670115522944856,0.930581613508443,0.780864197530864,0.369139624272604
"CBX7",-0.925602239174605,1.85469130424032e-09,1.49295542577955e-15,0.0545638078033967,0.999979457753242,0,0,0.790956027082453,0.898061288305191,0.848765432098765,0.369099858527818
"TPD52L2",0.938743692810204,1.0335119916275e-12,6.90770420883074e-15,0.0759608699879171,0.999979790931803,0,0,0.769057163762276,0.8364602876798,0.935185185185185,0.368999564936399
"GNG2",-1.28553668149163,6.60679877522802e-14,2.67395001632158e-15,0.114387938898385,0.999986121521702,0,0,0.730535775013655,0.91119449656035,0.814814814814815,0.368981967086748
"CHCHD10",-0.883898642775688,4.17321973034929e-11,-5.03593919740564e-15,0.0619384253702847,0.999978334825297,0,0,0.782969382812742,0.844277673545966,0.845679012345679,0.368977228601665
"SPECC1",-1.13297662677593,3.31054351445026e-09,-4.90224169658956e-16,0.064863744617506,0.999983814026252,0,0,0.779970526706308,0.863664790494059,0.842592592592593,0.368963617070013
"BRCA1",1.49895971523638,3.44767628077684e-14,4.67941252856276e-16,0.136236940033019,0.999988561423818,0,0,0.708564774261364,0.905253283302064,0.802469135802469,0.36895805514364
"TMEM140",-1.03338422261786,6.20068799031268e-14,-8.69033755304513e-16,0.092143452369179,0.99998194011591,0,0,0.752506775765945,0.903064415259537,0.82716049382716,0.368926433650207
"RHOF",-1.44615485045818,7.58540505102731e-12,7.57619171291114e-16,0.108567658622657,0.999988024794052,0,0,0.736028525201727,0.855534709193246,0.817901234567901,0.368916841723687
"EIF3H",0.811421665556654,1.56714006252269e-15,-4.41062484463044e-15,0.0811020637943501,0.999976108666461,0,0,0.76349227614209,0.941838649155722,0.833333333333333,0.36891408972058
"SNHG1",1.05427219553888,3.46867524336338e-15,-2.78536460033498e-15,0.102919149415122,0.999982362480025,0,0,0.7415212753898,0.913696060037523,0.820987654320988,0.368884557456989
"AHNAK",-1.03525327654755,7.33253193183743e-12,5.12507086461636e-15,0.0778228241235111,0.999981978603233,0,0,0.766238651236127,0.884928080050031,0.834876543209877,0.368808690792574
"ICAM3",-0.645091200832841,1.2020692319808e-10,-2.13916001305726e-15,0.0432032018958383,0.999969108489134,0,0,0.800777023197337,0.854283927454659,0.876543209876543,0.368789866716462
"HDAC9",-1.16481077331504,1.25250129084706e-11,4.50114919414132e-15,0.0857334794990139,0.999984345427087,0,0,0.757999525954018,0.851156973108193,0.830246913580247,0.368743470176024
"AZIN1",0.628864706910345,8.44645591642237e-12,-1.28126771615409e-16,0.0470127162939654,0.99996822733654,0,0,0.796448777270526,0.883989993746091,0.851851851851852,0.368685944180206
"RPS13",0.584648605018236,6.57248787968287e-12,-2.07231126264922e-15,0.044137218139361,0.999965578024817,0,0,0.799195152364562,0.878361475922452,0.853395061728395,0.368659589705748
"TAX1BP3",-1.03953083774223,2.81608912746199e-11,-1.1865653197427e-15,0.0740430755786138,0.999982066165702,0,0,0.768985026330163,0.894308943089431,0.83641975308642,0.368602033614896
"DPH2",0.970515962500724,1.53573012363979e-14,9.13599588909873e-16,0.0905091093828547,0.999980559184097,0,0,0.752506775765945,0.910569105691057,0.827160493827161,0.368599288866579
"MAP4K1",-1.19266946196969,2.39511859633106e-11,3.34243752040197e-16,0.0855169480366566,0.999984787191471,0,0,0.757370899759885,0.82989368355222,0.873456790123457,0.368574526997603
"IL1RAP",0.900821819013178,1.87083221935684e-07,1.21441896574605e-15,0.0409168967039347,0.999978803040809,0,0,0.801941527458598,0.894934333958724,0.854938271604938,0.368567445440668
"ASGR1",1.46452181235906,5.54204155654989e-07,-1.53752125938491e-15,0.061857955978532,0.999988215837535,0,0,0.780743427764667,0.84302689180738,0.87962962962963,0.368517919916147
"FAS",-1.09727695844486,3.82873489141095e-12,-1.35507987806297e-15,0.0845758194697601,0.99998318142161,0,0,0.757999525954018,0.869293308317699,0.830246913580247,0.368511705369077
"SAMD10",0.779153120665426,1.35625959695863e-12,-1.67121876020099e-16,0.0624263386307794,0.99997498428157,0,0,0.779970526706308,0.884928080050031,0.842592592592593,0.368474369923732
"RPS6KA1",-0.781548875636347,1.32432341156249e-08,3.11960835237518e-15,0.0415673658507766,0.999975070951429,0,0,0.800777023197337,0.854283927454659,0.867283950617284,0.368463891999909
"G6PC3",0.62223994556579,1.26500620775404e-11,1.78820407341506e-15,0.045780555285573,0.999967854378497,0,0,0.796448777270526,0.860850531582239,0.851851851851852,0.368439437386919
"CEP164",0.895352724514703,1.94811727013003e-16,3.66553981404083e-15,0.0949644466645142,0.999978653662426,0,0,0.747014025577872,0.939337085678549,0.824074074074074,0.368391425180963
"ZNF593",0.865588453835178,4.7721955510061e-15,-4.25046638011118e-15,0.0836899679205299,0.999977807614778,0,0,0.757999525954017,0.945278298936835,0.830246913580247,0.368333460297865
"DGKA",-1.04998784312808,1.52738553789521e-11,2.71851584992694e-15,0.0766713424515159,0.999982277218423,0,0,0.764605253666127,0.833958724202627,0.891975308641975,0.368251774667213
"FXYD5",1.35714962193121,2.33290834785307e-13,2.59038907831153e-15,0.115739985110446,0.999987025763996,0,0,0.725043024825582,0.904315196998124,0.811728395061728,0.368154007140005
"RNF185",-0.735630833806762,9.33336833213007e-11,3.27210706424352e-15,0.0498126046967305,0.999973311520111,0,0,0.790956027082453,0.857098186366479,0.848765432098765,0.368148388659859
"TSPAN3",-0.935132639147288,1.11228033786105e-09,2.61824272431488e-15,0.0565275249563625,0.999979700312972,0,0,0.784082360336779,0.84490306441526,0.878086419753086,0.368117917121223
"NCAPG2",1.6930576911352,1.40723238926994e-16,3.14189126917785e-15,0.181186508195354,0.999990246288019,0,0,0.659130022568711,0.928080050031269,0.774691358024691,0.368061355410417
"ARHGAP15",-1.32421228859118,3.90732700226525e-11,-5.40360732464986e-16,0.0930486275651835,0.999986622017677,0,0,0.747014025577872,0.886804252657911,0.824074074074074,0.368009855032147
"MYO1D",-0.85794032777715,2.98223537523417e-08,4.22261273410783e-15,0.0435883149872424,0.999977580737155,0,0,0.796448777270526,0.869918699186992,0.851851851851852,0.368002934598985
"METTL9",0.806051435812944,9.96585007587968e-10,5.60415357587398e-15,0.0489843113172411,0.999975927787239,0,0,0.790956027082453,0.859287054409006,0.848765432098765,0.367983253237387
"SUCLG2",-0.880518592046326,3.38026762999316e-11,4.10005669169309e-15,0.0622456169702902,0.999978239152757,0,0,0.777404495192556,0.8411507191995,0.871913580246914,0.367925670263121
"SNORD47",1.18527811657711,5.90758243565626e-15,-2.8744962675457e-15,0.11385764456863,0.999984672008377,0,0,0.725043024825582,0.929330831769856,0.811728395061728,0.367777068280518
"WDR5B",0.68168112911302,8.36951157783383e-11,2.85778407994369e-15,0.0463773053694832,0.999970941495709,0,0,0.792429691767058,0.849593495934959,0.864197530864197,0.36775558772645
"MTHFD2",1.23063504415256,9.90759795795744e-14,-2.47340376509746e-15,0.108040690791773,0.999985357022524,0,0,0.730535775013655,0.908067542213884,0.814814814814815,0.36771236456559
"FARSA",0.805409243259767,1.70438700192062e-13,1.01387271452193e-15,0.0694279316629173,0.99997590599567,0,0,0.768985026330163,0.898686679174484,0.83641975308642,0.36767777279775
"C2CD4D",1.00413422952462,5.34635886869896e-11,-1.04729708972595e-15,0.0696344874026134,0.999981319136085,0,0,0.768500675000258,0.836147592245153,0.848765432098765,0.367623296307791
"ZEB2",-1.15754228138029,5.620954628969e-11,2.80764751713766e-15,0.0801030094744692,0.999984226670588,0,0,0.757999525954017,0.881801125703565,0.830246913580247,0.367617352419815
"ZBTB12",1.22753861020505,2.87659618774118e-11,3.89951044046897e-15,0.0873578668955906,0.999985311867808,0,0,0.750693034615662,0.82614133833646,0.922839506172839,0.367607242675812
"C9orf43",1.27174906806416,4.79596943076811e-10,8.46750838501833e-16,0.0800122635507781,0.99998593573757,0,0,0.757999525954018,0.832395247029393,0.830246913580247,0.367599545048473
"RPS6KA5",-0.873718608222116,2.42956143519918e-13,-1.45117495677452e-15,0.0744081871226608,0.999978044436237,0,0,0.76349227614209,0.899312070043777,0.833333333333333,0.367575701540198
"ZNF263",0.790228787294279,1.47824670409844e-12,4.04992012888706e-15,0.0631141792878433,0.999975380558839,0,0,0.774477776518235,0.876172607879925,0.839506172839506,0.367513467272984
"GGPS1",0.820753622545827,1.38673197963079e-09,4.32288585971989e-15,0.0490827522851339,0.999976417353526,0,0,0.788209651988417,0.854596622889306,0.847222222222222,0.367453764325415
"CLIP4",-1.30841985627451,6.23121768579452e-11,9.80448339317912e-16,0.0901484714450433,0.999986421224104,0,0,0.747014025577872,0.888055034396498,0.824074074074074,0.367429783649404
"TPSD1",-1.5178233973142,9.69749971359879e-13,-1.58208709299027e-15,0.12310199101581,0.999988744074299,0,0,0.714057524449437,0.883051907442151,0.805555555555556,0.367429651907909
"CENPQ",0.884922419447889,4.95553058702392e-13,-1.54866271778625e-15,0.0735129229543999,0.999978363659241,0,0,0.76349227614209,0.899937460913071,0.833333333333333,0.367396712551146
"CELSR2",1.47129887549453,6.94480018484839e-11,4.45658336053596e-15,0.1009029155816,0.999988285124268,0,0,0.736028525201727,0.864915572232645,0.817901234567901,0.367383945181519
"SNORD79",1.11424199707891,1.4594655247632e-11,-2.5402525155055e-15,0.0815118608930525,0.999983487099778,0,0,0.755253150859981,0.849280800500313,0.828703703703704,0.367349699770562
"SERPINH1",1.15199899241759,3.22782253592017e-11,3.45385210441537e-16,0.0815929778632963,0.99998413509415,0,0,0.755144944711811,0.828642901813634,0.904320987654321,0.367344411533852
"ADORA3",-1.37035197121564,5.12676860529202e-10,-2.36198918108406e-15,0.0859478873687258,0.999987182149648,0,0,0.750693034615662,0.82614133833646,0.868827160493827,0.367325620826807
"ARMCX3",0.743679092508036,2.12058401338038e-11,2.08345272105056e-15,0.0535888324400454,0.999973635607007,0,0,0.782969382812742,0.844277673545966,0.904320987654321,0.367306370171959
"CDC25A",1.32875731276861,2.79699140878847e-11,-7.79902088093794e-16,0.0946704352600904,0.999986678921099,0,0,0.7415212753898,0.881801125703565,0.820987654320988,0.367235677914198
"ITGAL",-1.33234009233201,5.89488565127985e-11,1.03615563132461e-15,0.0920132997794469,0.999986723503639,0,0,0.744015169471439,0.8223889931207,0.87037037037037,0.367203038550905
"NUDT16",-0.760983125058978,1.22887773028163e-11,2.67395001632158e-15,0.0560530684719958,0.999974309190959,0,0,0.779970526706308,0.876172607879925,0.842592592592593,0.367199580873853
"UQCRC1",-0.688622614857301,2.43209565773626e-11,2.74079876672962e-15,0.0493447795671286,0.999971267253485,0,0,0.786308315384853,0.846153846153846,0.893518518518518,0.367124872441093
"BCL2L11",-0.800010299647906,1.14480383247427e-10,-7.79902088093794e-16,0.0536929737445021,0.99997572140843,0,0,0.781856405288704,0.843652282676673,0.845679012345679,0.367105020088327
"LAG3",-1.03323138288249,4.73775858139978e-11,-3.1140376231745e-15,0.0720184229324398,0.999981936962441,0,0,0.76349227614209,0.852407754846779,0.833333333333333,0.367098527207394
"DCTD",0.608562516305659,1.10442508729555e-11,3.03047668516446e-15,0.0450164783235925,0.999967058684331,0,0,0.790203736718984,0.848342714196373,0.904320987654321,0.367037454745381
"SNORA25",1.16507719617475,1.00727905068367e-14,-4.32288585971989e-15,0.110094360661829,0.999984349751899,0,0,0.725043024825582,0.918073796122577,0.811728395061728,0.367024347047862
"SASH3",-1.29764612846651,3.87694188893167e-10,7.13053337685754e-16,0.0824509517692068,0.999986281436684,0,0,0.752506775765945,0.834271419637273,0.827160493827161,0.366988801794367
"CDK8",0.893937759847959,6.37630476162401e-09,5.68214378468335e-16,0.0494605719383971,0.999978614717714,0,0,0.785463276894381,0.869918699186992,0.845679012345679,0.366980492710098
"BDKRB2",-1.01975160557867,1.06001310270767e-08,6.79628962481735e-16,0.0549020040502626,0.999981655126761,0,0,0.779970526706308,0.857410881801126,0.842592592592593,0.366970837176666
"NME2",0.874708992327346,1.62107877769566e-16,-3.81037877325825e-15,0.0932462050794723,0.999978072984045,0,0,0.7415212753898,0.948405253283302,0.820987654320988,0.366949110690663
"TTC38",-0.984496448625232,2.06040025560425e-11,2.7589036366318e-15,0.071025017290081,0.999980881521469,0,0,0.76349227614209,0.866166353971232,0.833333333333333,0.366899634990728
"ENY2",0.522700751280473,3.66293385044417e-12,-4.50671992334199e-15,0.0403565301989583,0.999961112393866,0,0,0.793702402176489,0.904315196998124,0.850308641975309,0.366804008953863
"CALML4",-0.926998353766159,2.59625373691913e-08,-2.06395516884822e-15,0.0474735801546146,0.999979493597758,0,0,0.786308315384853,0.846153846153846,0.858024691358025,0.366752277827445
"TSN",0.51525775399635,4.91987427106031e-13,6.1556557667403e-16,0.0428147787186864,0.999960503593955,0,0,0.790956027082453,0.910569105691057,0.848765432098765,0.366746261879019
