"Gene","BIOS","adjP","AUC_train","Em","Es"
"LOC107985213",0.261538461538462,0.999999999999999,0.5,0,0
"OR10R2",0.261538461538462,0.999999999999999,0.5,0,0
"OR6Y1",0.261538461538462,0.999999999999999,0.5,0,0
"OR6P1",0.261538461538462,0.999999999999999,0.5,0,0
"OR10X1",0.261538461538462,0.999999999999999,0.5,0,0
"OR10Z1",0.261538461538462,0.999999999999999,0.5,0,0
"SPTA1",0.27991452991453,0.999999999999999,0.566358024691358,0,0
"OR6K2",0.261538461538462,0.999999999999999,0.5,0,0
"OR6K3",0.261538461538462,0.999999999999999,0.5,0,0
"OR6N1",0.263675213675214,0.999999999999999,0.507716049382716,0,0
"OR6K6",0.261538461538462,0.999999999999999,0.5,0,0
"OR6N2",0.261538461538462,0.999999999999999,0.5,0,0
"MNDA",0.315503281359639,0.128268509701348,0.688271604938272,0,0
"PYHIN1",0.357764027816773,0.00776880531860139,0.817901234567901,0,0
"IFI16",0.270940170940171,0.999999999999999,0.533950617283951,0,0
"PYDC5",0.293783329119653,0.621885923970871,0.615740740740741,0,0
"AIM2",0.300585213749767,0.409336928581868,0.638888888888889,0,0
"TRR-TCT4-1",0.261538461538462,0.999999999999999,0.5,0,0
"CADM3",0.656897210881182,0.000833846879843019,0.858024691358025,1,0.33
"CADM3-AS1",0.649910150461153,0.00140897709508361,0.851851851851852,1,0.33
"ACKR1",0.579210102454781,0.308850533761416,0.682098765432099,1,0.33
"FCER1A",0.317551322808318,0.0851346183691034,0.688271604938272,0,0
"OR10J3",0.261538461538462,0.999999999999999,0.5,0,0
"OR10J1",0.253913099867002,0.532594703354402,0.472222222222222,0,0
"OR10J4",0.261538461538462,0.999999999999999,0.5,0,0
"LINC02819",0.261538461538462,0.999999999999999,0.5,0,0
"OR10J5",0.261538461538462,0.999999999999999,0.5,0,0
"APCS",0.278646927870725,0.933961650100649,0.561728395061728,0,0
"CRP",0.260287229161157,0.878681163935254,0.49537037037037,0,0
"LOC101928264",0.25982905982906,0.999999999999999,0.493827160493827,0,0
"DUSP23",0.265811965811966,0.999999999999999,0.515432098765432,0,0
"LOC105371464",0.237342781858307,0.467327803814617,0.410493827160494,0,0
"FCRL6",0.322775221685279,0.0635437058430964,0.709876543209876,0,0
"SLAMF8",0.278632478632479,0.999999999999999,0.561728395061728,0,0
"SNHG28",0.27008547008547,0.999999999999999,0.530864197530864,0,0
"VSIG8",0.266666666666667,0.999999999999999,0.518518518518518,0,0
"LOC107985216",0.279862000886531,0.537390454751501,0.564814814814815,0,0
"CFAP45",0.625620176816679,0.0104364138991539,0.816358024691358,1,0.33
"MIR4259",0.261538461538462,0.999999999999999,0.5,0,0
"TAGLN2",0.37995050626481,0.000245997393753044,0.891975308641975,0,0
"IGSF9",0.635763469281471,0.00996392405910958,0.848765432098765,1,0.33
"SLAMF9",0.651718143970815,0.000762725601383742,0.876543209876543,1,0.33
"LINC01133",0.644515937270655,0.00120896869444701,0.854938271604938,1,0.33
"PIGM",0.329740338646304,0.0250057715562337,0.740740740740741,0,0
"KCNJ10",0.308608674146347,0.292275007650738,0.666666666666667,0,0
"KCNJ9",0.32011959149392,0.259169151831596,0.70679012345679,0,0
"IGSF8",0.25303000224599,0.770980952303249,0.469135802469136,0,0
"ATP1A2",0.641418523723373,0.00375487971733204,0.827160493827161,1,0.33
"ATP1A4",0.309574250570239,0.197257632616637,0.666666666666667,0,0
"CASQ1",0.271794871794872,0.999999999999999,0.537037037037037,0,0
"PEA15-AS1",0.370554790187912,0.00341281465248213,0.867283950617284,0,0
"PEA15",0.378793000374013,0.00221689319031706,0.895061728395062,0,0
"DCAF8",0.282920616041466,0.84157210520333,0.577160493827161,0,0
"DCAF8-DT",0.261967079836602,0.976426927528353,0.501543209876543,0,0
"PEX19",0.326129613407861,0.0340080478812889,0.728395061728395,0,0
"LOC107985219",0.328954959306993,0.0424889858824306,0.737654320987654,0,0
"COPA",0.3434783491146,0.00953958240559435,0.787037037037037,0,0
"SUMO1P3",0.294120706202127,0.573131581983402,0.617283950617284,0,0
"NCSTN",0.293162393162393,0.999999999999999,0.614197530864197,0,0
"NHLH1",0.281683148299117,0.799535663866212,0.572530864197531,0,0
"LOC105371466",0.284447473947155,0.595335940583603,0.58179012345679,0,0
"VANGL2",0.25133678641939,0.824305964433949,0.462962962962963,0,0
"LOC105371467",0.261538461538462,0.999999999999999,0.5,0,0
"SLAMF6",0.336882507873602,0.0591635176141522,0.759259259259259,0,0
"CD84-AS1",0.239829249328927,0.688399911827253,0.421296296296296,0,0
"CD84",0.311532492803776,0.437331657247311,0.679012345679012,0,0
"SLAMF1",0.352748667511566,0.0204628832914888,0.808641975308642,0,0
"LOC107985220",0.320595143024853,0.136236527826026,0.70679012345679,0,0
"CD48",0.38414142014656,0.00102319537129983,0.895061728395062,0,0
"SLAMF7",0.646835744861985,0.00108316172196156,0.867283950617284,1,0.33
"LOC105371470",0.274385302456923,0.886689484627493,0.546296296296296,0,0
"LY9",0.669586709693302,0.000152103874167051,0.91358024691358,1,0.33
"CD244",0.332777497990075,0.0600453719971566,0.74537037037037,0,0
"ITLN1",0.606595677169919,0.0269886855286053,0.726851851851852,1,0.33
"LOC101928372",0.271474987755727,0.708861777579287,0.535493827160494,0,0
"ITLN2",0.315765520677675,0.0966609076786634,0.669753086419753,0,0
"F11R",0.267521367521368,0.999999999999999,0.521604938271605,0,0
"TSTD1",0.349547345960331,0.0482734726237536,0.805555555555556,0,0
"USF1",0.3305067742371,0.0262183815440771,0.743827160493827,0,0
"ARHGAP30",0.352269180435812,0.0211203328369218,0.811728395061728,0,0
"NECTIN4",0.613466713298866,0.0489889850741936,0.790123456790123,1,0.33
"NECTIN4-AS1",0.304505743805554,0.186934504261274,0.651234567901235,0,0
"KLHDC9",0.305115912777426,0.178589837810843,0.654320987654321,0,0
"PFDN2",0.375233257094146,0.000729419729444473,0.87962962962963,0,0
"NIT1",0.387475857434176,0.000184569632792112,0.932098765432099,0,0
"DEDD",0.281625852497649,0.945956366389784,0.572530864197531,0,0
"UFC1",0.294280423250665,0.3145134197064,0.617283950617284,0,0
"LOC112543491",0.229074779978517,0.316455230899536,0.37962962962963,0,0
"USP21",0.274382148978531,0.774498942747072,0.546296296296296,0,0
"PPOX",0.266666666666667,0.999999999999999,0.518518518518518,0,0
"B4GALT3",0.278749057310724,0.532147033628139,0.561728395061728,0,0
"ADAMTS4",0.672589008129559,0.000299625745828589,0.898148148148148,1,0.33
"NDUFS2",0.364921500056913,0.00164523246745462,0.858024691358025,0,0
"FCER1G",0.269230769230769,0.999999999999999,0.527777777777778,0,0
"APOA2",0.307364319591374,0.308029875888407,0.660493827160494,0,0
"TOMM40L",0.350786640843951,0.0126366383046826,0.811728395061728,0,0
"MIR5187",0.289957320021215,0.469591186134046,0.601851851851852,0,0
"NR1I3",0.323745991027998,0.0682264891539621,0.719135802469136,0,0
"PCP4L1",0.303350439030349,0.181731563722655,0.638888888888889,0,0
"LOC105371472",0.283619269432451,0.532594703354402,0.578703703703704,0,0
"LOC107985221",0.332565316421708,0.0251447450823984,0.740740740740741,0,0
"MPZ",0.373502609370096,0.000931683472736382,0.848765432098765,0,0
"SDHC",0.258547008547009,0.999999999999999,0.489197530864198,0,0
"CFAP126",0.294985827546335,0.589146312348356,0.62037037037037,0,0
"TRV-CAC1-1",0.252172427362127,0.857365514646872,0.466049382716049,0,0
"TRE-TTC4-2",0.27016958637209,0.743437388375979,0.530864197530864,0,0
"TRN-GTT2-2",0.252994137913274,0.967944447111099,0.469135802469136,0,0
"TRG-TCC4-1",0.277074129585122,0.372651987390856,0.555555555555556,0,0
"TRD-GTC2-1",0.277045778055775,0.529497857236321,0.555555555555556,0,0
"TRL-CAG1-1",0.261965811965812,0.999999999999999,0.501543209876543,0,0
"TRG-GCC1-1",0.261538461538462,0.999999999999999,0.5,0,0
"TRE-CTC1-2",0.261538461538462,0.999999999999999,0.5,0,0
"TRG-TCC2-2",0.261538461538462,0.999999999999999,0.5,0,0
"TRD-GTC2-2",0.261538461538462,0.999999999999999,0.5,0,0
"TRL-CAG1-2",0.261538461538462,0.999999999999999,0.5,0,0
"TRG-GCC1-2",0.261538461538462,0.999999999999999,0.5,0,0
"TRE-CTC1-3",0.269289063131553,0.532594703354402,0.527777777777778,0,0
"TRG-TCC2-3",0.261538461538462,0.999999999999999,0.5,0,0
"TRD-GTC2-3",0.261538461538462,0.999999999999999,0.5,0,0
"TRL-CAG1-3",0.261538461538462,0.999999999999999,0.5,0,0
"TRG-GCC1-3",0.261538461538462,0.999999999999999,0.5,0,0
"TRE-CTC1-4",0.261538461538462,0.999999999999999,0.5,0,0
"TRG-TCC2-4",0.261538461538462,0.999999999999999,0.5,0,0
"TRD-GTC2-4",0.261538461538462,0.999999999999999,0.5,0,0
"TRL-CAG1-4",0.261538461538462,0.999999999999999,0.5,0,0
"TRG-GCC1-4",0.269299421814599,0.532594703354402,0.527777777777778,0,0
"TRE-CTC1-5",0.269283692401006,0.532594703354402,0.527777777777778,0,0
"TRG-TCC2-5",0.261538461538462,0.999999999999999,0.5,0,0
"TRD-GTC2-5",0.261538461538462,0.999999999999999,0.5,0,0
"TRL-CAG1-5",0.246331222287878,0.34038259380289,0.444444444444444,0,0
"TRG-GCC4-1",0.261538461538462,0.999999999999999,0.5,0,0
"LOC105371473",0.278010645179639,0.456482236287063,0.558641975308642,0,0
"FCGR2A",0.320726178501056,0.11391197892838,0.70679012345679,0,0
"TRG-GCC2-1",0.276631435120236,0.606721575575337,0.554012345679012,0,0
"HSPA6",0.28461742439367,0.986196689430161,0.583333333333333,0,0
"TRL-CAG1-6",0.253904447746937,0.532594703354402,0.472222222222222,0,0
"TRG-TCC2-6",0.26925209680454,0.774522236830681,0.527777777777778,0,0
"TRN-GTT1-1",0.269293262043891,0.532594703354402,0.527777777777778,0,0
"FCGR3A",0.66126727982786,0.000177353421941266,0.888888888888889,1,0.33
"FCGR2C",0.289079686840407,0.614691562829071,0.598765432098765,0,0
"HSPA7",0.31613286941017,0.295029829067007,0.692901234567901,0,0
"TRL-CAA6-1",0.237820841979724,0.532594703354402,0.41358024691358,0,0
"FCGR3B",0.649112397471062,0.000742793236545597,0.858024691358025,1,0.33
"FCGR2B",0.341077340512359,0.0516612700933655,0.774691358024691,0,0
"RPL31P11",0.275689448315716,0.79079254614673,0.550925925925926,0,0
"FCRLA",0.638804553662048,0.00391428407302773,0.842592592592593,1,0.33
"FCRLB",0.272770325847412,0.718130867553637,0.540123456790123,0,0
"DUSP12",0.294520521629292,0.148582668433257,0.617283950617284,0,0
"ATF6-DT",0.294370555848712,0.464363618455845,0.617283950617284,0,0
"ATF6",0.321151680077203,0.120748809136419,0.712962962962963,0,0
"OLFML2B",0.673536233966947,0.000205844192228903,0.916666666666667,1,0.33
"NOS1AP",0.313285687036421,0.0751261858847089,0.682098765432099,0,0
"LOC105371475",0.301539469265056,0.338210279691284,0.641975308641975,0,0
"MIR4654",0.253907790141333,0.532594703354402,0.472222222222222,0,0
"MIR556",0.26545404978406,0.673640334371618,0.513888888888889,0,0
"SPATA46",0.263675213675214,0.999999999999999,0.507716049382716,0,0
"C1orf226",0.365361263219187,0.00156829772983509,0.848765432098765,0,0
"SH2D1B",0.614044807118706,0.0181157587569161,0.783950617283951,1,0.33
"UHMK1",0.282986122859961,0.626064530303111,0.577160493827161,0,0
"UAP1-DT",0.30310090592135,0.146883393653738,0.646604938271605,0,0
"UAP1",0.334106986852259,0.0366217117131996,0.753086419753086,0,0
"DDR2",0.298432680577046,0.702366352404317,0.632716049382716,0,0
"HSD17B7",0.351606905327619,0.00579436982105295,0.802469135802469,0,0
"CCDC190",0.312411588748388,0.0824045520245678,0.675925925925926,0,0
"LOC107985223",0.283980687872838,0.433523800754299,0.580246913580247,0,0
"RGS4",0.62765176311575,0.0103833036567318,0.820987654320988,1,0.33
"RGS5",0.345468325666018,0.0796564205226133,0.79320987654321,0,0
"RGS5-AS1",0.25470356917244,0.954901804943397,0.475308641975309,0,0
"NUF2",0.614988952746704,0.00877103206771098,0.777777777777778,1,0.33
"LOC100422212",0.261538461538462,0.999999999999999,0.5,0,0
"PBX1",0.291290962750474,0.337208995179643,0.604938271604938,0,0
"PBX1-AS1",0.270160059690448,0.603529224169055,0.530864197530864,0,0
"LOC107985451",0.261538461538462,0.999999999999999,0.5,0,0
"LOC107985452",0.336672785086266,0.0198980520226771,0.729938271604938,0,0
"LMX1A",0.612255055077024,0.014422013125793,0.759259259259259,1,0.33
"LMX1A-AS2",0.308170272095988,0.43800494295633,0.666666666666667,0,0
"LMX1A-AS1",0.253859160833735,0.853753850802457,0.472222222222222,0,0
"RXRG",0.65227284122599,0.000479738705756886,0.83641975308642,1,0.33
"LRRC52-AS1",0.27008547008547,0.999999999999999,0.530864197530864,0,0
"LRRC52",0.237183299834968,0.230851579596381,0.410493827160494,0,0
"MGST3",0.362476926354048,0.00194740740016803,0.842592592592593,0,0
"ALDH9A1",0.330205428768767,0.0559588399678002,0.743827160493827,0,0
"CA14P1",0.271821431951323,0.827733245291933,0.537037037037037,0,0
"TMCO1",0.354673349100955,0.00382616653384483,0.820987654320988,0,0
"TMCO1-AS1",0.353754461443086,0.00743425361702113,0.808641975308642,0,0
"UCK2",0.270940170940171,0.999999999999999,0.533950617283951,0,0
"MIR3658",0.323207423677391,0.160254316145737,0.719135802469136,0,0
"FAM78B",0.308985222319932,0.400107938326402,0.669753086419753,0,0
"FAM78B-AS1",0.341890156691087,0.0226156997793776,0.771604938271605,0,0
"MIR921",0.269299421814599,0.532594703354402,0.527777777777778,0,0
"LOC112268276",0.315722586686125,0.119090125647881,0.688271604938272,0,0
"LINC01675",0.266255541009959,0.888652746137525,0.516975308641975,0,0
"FMO9P",0.261538461538462,0.999999999999999,0.5,0,0
"POGK",0.343011969625155,0.0291119217491286,0.787037037037037,0,0
"TADA1",0.306823009099932,0.212322958706453,0.662037037037037,0,0
"ILDR2",0.645101685852283,0.00344680669623426,0.87962962962963,1,0.33
"MAEL",0.321815082699817,0.213502545301391,0.709876543209877,0,0
"GPA33-AS1",0.641589074517315,0.00688215205675496,0.867283950617284,1,0.33
"GPA33",0.665395547665681,0.00298804605332359,0.932098765432099,1,0.33
"STYXL2",0.597216463861557,0.050052831186187,0.712962962962963,1,0.33
"LOC105371601",0.646938348914991,0.00188453738137301,0.83641975308642,1,0.33
"LINC01363",0.223057588091615,0.12615713217092,0.354938271604938,0,0
"POU2F1",0.322311739589824,0.0542820337995585,0.714506172839506,0,0
"CD247",0.360819281369584,0.0128534407311381,0.83641975308642,0,0
"LOC101928512",0.279059829059829,0.999999999999999,0.563271604938272,0,0
"LOC107985224",0.271794871794872,0.999999999999999,0.537037037037037,0,0
"CREG1",0.29440506910099,0.19820770702287,0.617283950617284,0,0
"RCSD1",0.373582582032858,0.000703966354357248,0.861111111111111,0,0
"TRP-CGG1-1",0.261538461538462,0.999999999999999,0.5,0,0
"TRP-AGG2-1",0.261538461538462,0.999999999999999,0.5,0,0
"MPZL1",0.360702761577753,0.00192049070633297,0.845679012345679,0,0
"ADCY10",0.267521367521368,0.999999999999999,0.521604938271605,0,0
"MPC2",0.265836082537471,0.802004278636396,0.515432098765432,0,0
"DCAF6",0.303176264402551,0.417261403141602,0.649691358024691,0,0
"MIR1255B2",0.261538461538462,0.999999999999999,0.5,0,0
"GPR161",0.271907990347416,0.717465767806196,0.537037037037037,0,0
"TIPRL",0.253889858204496,0.652226691515091,0.472222222222222,0,0
"SFT2D2",0.26666703701184,0.990752797274098,0.518518518518518,0,0
"ANKRD36BP1",0.282160061643959,0.656582429493894,0.574074074074074,0,0
"TBX19",0.278693567808476,0.711823030572137,0.561728395061728,0,0
"MIR557",0.261538461538462,0.999999999999999,0.5,0,0
"LOC100505918",0.340834563718208,0.0034557590817081,0.765432098765432,0,0
"LOC101928565",0.304974523209148,0.239559344173233,0.651234567901235,0,0
"XCL2",0.625205414280129,0.00493446501809205,0.811728395061728,1,0.33
"XCL1",0.320712386600288,0.057561915737385,0.694444444444444,0,0
"LOC105371604",0.269283692401006,0.532594703354402,0.527777777777778,0,0
"DPT",0.647710681555005,0.00154627375931433,0.842592592592593,1,0.33
"LINC00626",0.293664360838304,0.147692235944245,0.611111111111111,0,0
"LOC105371606",0.303293705191863,0.103843389434663,0.645061728395062,0,0
"LINC00970",0.271377818144924,0.941430370171208,0.535493827160494,0,0
"LOC101928596",0.313321215298379,0.12018406086811,0.679012345679012,0,0
"ATP1B1",0.301571786389507,0.301757651142664,0.641975308641975,0,0
"NME7",0.279489273119493,0.972755099722557,0.564814814814815,0,0
"BLZF1",0.300997124083782,0.44841503190608,0.641975308641975,0,0
"CCDC181",0.299216337210784,0.282658569112834,0.632716049382716,0,0
"SLC19A2",0.365461165375792,0.001398784109071,0.845679012345679,0,0
"F5",0.619261781812808,0.0159439095194258,0.797839506172839,1,0.33
"SELP",0.321771544462692,0.0795408069904964,0.70679012345679,0,0
"LOC107985745",0.301442004492015,0.17950451765458,0.640432098765432,0,0
"SELL",0.273571175469756,0.801225230784051,0.54320987654321,0,0
"SELE",0.685792864492989,0.000103852160706131,0.910493827160494,1,0.33
"LOC101928628",0.243239985611955,0.731178055539673,0.433641975308642,0,0
"METTL18",0.3003770680161,0.248711844990162,0.638888888888889,0,0
"FIRRM",0.350863654773884,0.00300327120551806,0.802469135802469,0,0
"SCYL3",0.308215861599102,0.201813245869226,0.666666666666667,0,0
"KIFAP3",0.296342936985802,0.232988125820343,0.623456790123457,0,0
"NTMT2",0.31854759454608,0.0876999804707649,0.697530864197531,0,0
"MIR3119-2",0.261538461538462,0.999999999999999,0.5,0,0
"MIR3119-1",0.261538461538462,0.999999999999999,0.5,0,0
"LINC01681",0.261538461538462,0.999999999999999,0.5,0,0
"LINC01142",0.285074481650759,0.201970715866887,0.583333333333333,0,0
"GORAB-AS1",0.344858722807574,0.0195696241914292,0.783950617283951,0,0
"GORAB",0.237274841648972,0.563352403664804,0.412037037037037,0,0
"LOC105371610",0.261965811965812,0.999999999999999,0.501543209876543,0,0
"PRRX1",0.640045336167002,0.00101543581678777,0.848765432098765,1,0.33
"MROH9",0.272692579985817,0.750646998445505,0.540123456790123,0,0
"FMO3",0.358312792032793,0.00627108120787923,0.824074074074074,0,0
"MIR1295A",0.269293262043891,0.532594703354402,0.527777777777778,0,0
"MIR1295B",0.269293262043891,0.532594703354402,0.527777777777778,0,0
"FMO1-AS1",0.286945980939021,0.619244840802309,0.591049382716049,0,0
"FMO6P",0.30166735641994,0.0695514398559127,0.638888888888889,0,0
"FMO2",0.594768311615328,0.119884060632956,0.731481481481482,1,0.33
"FMO1",0.315360968181337,0.0868284000281942,0.680555555555556,0,0
"FMO4",0.358141737708972,0.00470051191173138,0.824074074074074,0,0
"TOP1P1",0.258990994733915,0.867180029187809,0.490740740740741,0,0
"PRRC2C",0.334938539363128,0.0374449012318023,0.759259259259259,0,0
"MYOCOS",0.269289063131553,0.532594703354402,0.527777777777778,0,0
"MYOC",0.844906832682948,4.7755702417603e-05,0.891975308641975,1,1
"VAMP4",0.290718230312013,0.505056138034155,0.604938271604938,0,0
"METTL13",0.334500715424901,0.0520451991299626,0.759259259259259,0,0
"DNM3",0.309557040097308,0.191757105913321,0.669753086419753,0,0
"DNM3-IT1",0.266692332104965,0.818835293143405,0.518518518518519,0,0
"DNM3OS",0.282922629280514,0.908017430336019,0.577160493827161,0,0
"MIR214",0.252573148495072,0.936286587898697,0.467592592592593,0,0
"MIR3120",0.288515532152469,0.784871362532278,0.597222222222222,0,0
"MIR199A2",0.310578596376946,0.331816578768345,0.674382716049383,0,0
"LOC102724528",0.304797062157444,0.173902759695339,0.652777777777778,0,0
"C1orf105",0.357980837739423,0.00976648728813618,0.83641975308642,0,0
"PIGC",0.283107710950017,0.386849439978903,0.577160493827161,0,0
"SUCO",0.358912001894318,0.00202824138799465,0.83641975308642,0,0
"FASLG",0.614476517362966,0.050052831186187,0.796296296296296,1,0.33
"LOC107985225",0.276598208612341,0.537807009809481,0.554012345679012,0,0
"LOC105371618",0.261965811965812,0.999999999999999,0.501543209876543,0,0
"TNFSF18",0.320918322643755,0.112878778667253,0.705246913580247,0,0
"TNFSF4",0.313984013161604,0.119265190971576,0.685185185185185,0,0
"PRDX6-AS1",0.379364041337039,0.000718685059797611,0.873456790123457,0,0
"PRDX6",0.400451846645286,2.42178013818383e-05,0.935185185185185,0,0
"SLC9C2",0.272859604936523,0.532594703354402,0.540123456790124,0,0
"TEX50",0.280790508031651,0.888121881674063,0.569444444444444,0,0
"ANKRD45",0.260683760683761,0.999999999999999,0.496913580246914,0,0
"LOC105371619",0.269274832456035,0.73328993020637,0.527777777777778,0,0
"KLHL20",0.292309264009886,0.964644946272171,0.611111111111111,0,0
"CENPL",0.356068908061546,0.00259903855299941,0.814814814814815,0,0
"DARS2",0.306212136180053,0.501647164673192,0.660493827160494,0,0
"GAS5-AS1",0.3342344419324,0.0282915467881905,0.753086419753086,0,0
"GAS5",0.332480797032295,0.0159398499650846,0.743827160493827,0,0
"SNORD81",0.360130753018447,0.00407210715961483,0.830246913580247,0,0
"SNORD47",0.359644399031244,0.00300141225789337,0.824074074074074,0,0
"SNORD80",0.355381010606953,0.00403666323625767,0.808641975308642,0,0
"SNORD79",0.364382533775626,0.00157366292855255,0.827160493827161,0,0
"SNORD78",0.365769978892406,0.002053317736893,0.833333333333333,0,0
"SNORD44",0.35894491808798,0.00766123809750538,0.820987654320988,0,0
"SNORA103",0.328506246748182,0.0683245242459769,0.734567901234568,0,0
"SNORD77",0.345186632817659,0.0136279055864601,0.779320987654321,0,0
"SNORD76",0.336707746517852,0.0114175305695982,0.746913580246914,0,0
"SNORD75",0.348403899971803,0.00970806996960382,0.787037037037037,0,0
"SNORD74",0.314748956340615,0.179329362248449,0.686728395061728,0,0
"ZBTB37",0.303006754039033,0.31362983900358,0.648148148148148,0,0
"SERPINC1",0.261111111111111,0.999999999999999,0.498456790123457,0,0
"RC3H1",0.32612336509352,0.0476956297820024,0.728395061728395,0,0
"RC3H1-DT",0.271795612436595,0.991386098620147,0.537037037037037,0,0
"RABGAP1L-DT",0.270942593360886,0.980392687770733,0.533950617283951,0,0
"RABGAP1L",0.325363643975069,0.043989931223973,0.725308641975309,0,0
"GPR52",0.261538461538462,0.999999999999999,0.5,0,0
"RABGAP1L-AS1",0.280540676619212,0.464287835777985,0.567901234567901,0,0
"LOC105371622",0.30723682779993,0.343163236901953,0.66358024691358,0,0
"CACYBP",0.348106922185659,0.00496344234498436,0.796296296296296,0,0
"MRPS14",0.248727707932482,0.835918026434808,0.453703703703704,0,0
"TNN",0.285937472030578,0.855282610165367,0.587962962962963,0,0
"KIAA0040",0.273504273504274,0.999999999999999,0.54320987654321,0,0
"TNR",0.608224401812263,0.041472055484211,0.771604938271605,1,0.33
"LOC105371623",0.270940170940171,0.999999999999999,0.533950617283951,0,0
"LINC02803",0.29346427297218,0.472460178267378,0.614197530864197,0,0
"LINC01657",0.261111111111111,0.999999999999999,0.498456790123457,0,0
"COP1",0.278713019726768,0.540353537688185,0.561728395061728,0,0
"MIR1843",0.26927784883894,0.532594703354402,0.527777777777778,0,0
"SCARNA3",0.261538461538462,0.999999999999999,0.5,0,0
"PAPPA2",0.29720976774507,0.375630380001005,0.623456790123457,0,0
"ASTN1",0.642387124154108,0.00121348207623791,0.827160493827161,1,0.33
"MIR488",0.261538461538462,0.999999999999999,0.5,0,0
"BRINP2",0.359891326084859,0.0139148332489808,0.827160493827161,0,0
"LOC105371625",0.246289142540846,0.584252190782067,0.444444444444444,0,0
"LINC01645",0.647379492334844,0.00155509368761767,0.851851851851852,1,0.33
"LINC01741",0.261538461538462,0.999999999999999,0.5,0,0
"CRYZL2P-SEC16B",0.321554526092384,0.0472341691248522,0.703703703703704,0,0
"SEC16B",0.344657816415578,0.0118516209083916,0.777777777777778,0,0
"CRYZL2P",0.302087621286018,0.235742892945907,0.641975308641975,0,0
"RASAL2-AS1",0.39790195272687,8.39221769150543e-05,0.936728395061728,0,0
"RASAL2",0.383637209664722,0.000119061344939524,0.904320987654321,0,0
"LOC105371630",0.273931623931624,0.999999999999999,0.544753086419753,0,0
"LOC105371629",0.279662415233533,0.707888721472542,0.564814814814815,0,0
"LOC101928866",0.261538461538462,0.999999999999999,0.5,0,0
"TEX35",0.250035203059151,0.825878079668336,0.458333333333333,0,0
"LOC105371631",0.261538461538462,0.999999999999999,0.5,0,0
"C1orf220",0.297930249104302,0.34189192430196,0.62962962962963,0,0
"LOC105371632",0.668056847257423,0.000150108354828715,0.895061728395062,1,0.33
"MIR4424",0.261538461538462,0.999999999999999,0.5,0,0
"RALGPS2-AS1",0.295850187260731,0.636139382680507,0.623456790123457,0,0
"RALGPS2",0.319127781571656,0.0980331359399971,0.703703703703704,0,0
"ANGPTL1",0.630189558419982,0.0085878135086803,0.808641975308642,1,0.33
"LOC102724754",0.325511101698424,0.0467730896189523,0.717592592592593,0,0
"FAM20B",0.256410256410256,0.999999999999999,0.481481481481482,0,0
"TOR3A",0.297540708190973,0.542509496838306,0.62962962962963,0,0
"ABL2",0.38334485162356,0.000400835157274571,0.91358024691358,0,0
"SOAT1",0.26325563630679,0.929141188861481,0.506172839506173,0,0
"AXDND1",0.317254739907162,0.134741561081332,0.688271604938272,0,0
"NPHS2",0.320608863736178,0.133684469297065,0.702160493827161,0,0
"TDRD5",0.307356281855075,0.52075559337025,0.66358024691358,0,0
"LOC105371635",0.261538461538462,0.999999999999999,0.5,0,0
"FAM163A",0.335633519742121,0.0815625163288207,0.757716049382716,0,0
"MIR12116",0.269292405525948,0.532594703354402,0.527777777777778,0,0
"LOC105371634",0.289981323523706,0.584496893117163,0.601851851851852,0,0
"LINC02818",0.256837606837607,0.999999999999999,0.483024691358025,0,0
"TOR1AIP2",0.28468922492708,0.633472730819387,0.583333333333333,0,0
"TOR1AIP1",0.291907387982525,0.815800900360369,0.609567901234568,0,0
"LOC101928933",0.283436016080546,0.684402507832649,0.578703703703704,0,0
"CEP350",0.290724654932324,0.532594703354402,0.604938271604938,0,0
"LOC105371636",0.304964241167204,0.118874231845871,0.648148148148148,0,0
"QSOX1",0.298908244768628,0.347852243262326,0.632716049382716,0,0
"LHX4",0.324615522519694,0.0997710620288778,0.722222222222222,0,0
"ACBD6",0.373366349150387,0.000331855099464205,0.87962962962963,0,0
"LHX4-AS1",0.253846153846154,0.999999999999999,0.472222222222222,0,0
"LOC105371637",0.349626448527854,0.00948127849010755,0.79320987654321,0,0
"MIR3121",0.261538461538462,0.999999999999999,0.5,0,0
"OVAAL",0.260683760683761,0.999999999999999,0.496913580246914,0,0
"XPR1",0.321519278498159,0.0950489391684827,0.712962962962963,0,0
"LINC02816",0.285714908288321,0.43232930978178,0.58641975308642,0,0
"KIAA1614",0.29760295486219,0.608959383394238,0.62962962962963,0,0
"LOC107985231",0.27443281469279,0.768975658795234,0.546296296296296,0,0
"KIAA1614-AS1",0.289036596433224,0.625501885265499,0.598765432098765,0,0
"STX6",0.374057293370583,0.00130883028078742,0.891975308641975,0,0
"MR1",0.276928929197253,0.929839744845525,0.555555555555556,0,0
"IER5",0.304112566019752,0.203048806321069,0.651234567901235,0,0
"LINC01732",0.285019203839876,0.200461395229546,0.583333333333333,0,0
"LINC01699",0.253904447746937,0.532594703354402,0.472222222222222,0,0
"LOC107985454",0.261538461538462,0.999999999999999,0.5,0,0
"CACNA1E",0.323106267278582,0.185539397192487,0.716049382716049,0,0
"LOC107985232",0.238904752209132,0.204018753018242,0.416666666666667,0,0
"LOC105371640",0.269280091671765,0.532594703354402,0.527777777777778,0,0
"ZNF648",0.2783656339863,0.693358810546142,0.560185185185185,0,0
