"draw","MinMedian","Jaccard_vs_equal","Ec","Ep","Em","Es","Ex"
153,0.91963727329581,0.739130434782609,0.41097842072501,0.00187693680443569,0.0079675863541739,0.568711743612655,0.0104653125037252
154,0.91963727329581,0.739130434782609,0.0592250119729623,0.0313248037109452,0.568929415314421,0.307805482254628,0.0327152867470436
155,0.930555555555556,0.666666666666667,0.325086634579674,0.363075813038768,0.0249699507006241,0.124993427591695,0.161874174089238
156,0.923583605494175,1,0.431136898905171,0.00852039783700354,0.143905188216513,0.317336133953989,0.0991013810873239
157,0.91963727329581,0.739130434782609,0.0526056389587356,0.183117085858277,0.293222395841882,0.397437250645647,0.0736176286954579
158,0.930555555555556,0.6,0.381474837412677,0.12190945091107,0.415183224389529,0.039046794826736,0.0423856924599892
159,0.91963727329581,0.739130434782609,0.116019736903698,0.316207657844846,0.152729615933135,0.387968009378009,0.0270749799403124
160,0.944705023973317,0.379310344827586,0.0179272169610144,0.331740528555814,0.0869521640224859,0.025167790167887,0.538212300292798
161,0.930555555555556,0.538461538461538,0.591648260273944,0.194232410168133,0.105960039421706,0.00744257709361844,0.100716713042598
162,0.926670025247261,0.666666666666667,0.158209408951298,0.144791859749046,0.578440429076655,0.0658733279122537,0.0526849743107475
163,0.930555555555556,0.666666666666667,0.332969261356107,0.0336500776019604,0.102390554029852,0.143321147920749,0.387668959091331
164,0.91963727329581,0.739130434782609,0.14935920472144,0.0276627819732379,0.264084600850825,0.552974252720899,0.00591915973359778
165,0.91963727329581,0.739130434782609,0.0575955904490133,0.352398075700384,0.456627406618387,0.114526695039518,0.0188522321926979
166,0.923583605494175,0.904761904761905,0.276384215693837,0.394130724474815,0.124649921528593,0.153372286014408,0.0514628522883479
167,0.926670025247261,0.904761904761905,0.400511225717607,0.0659060022626,0.04311862094693,0.252627641079696,0.237836509993167
168,0.921200750469043,0.818181818181818,0.0441563228323706,0.207092879624435,0.594838824614895,0.0919999154684709,0.0619120574598282
169,0.91963727329581,0.739130434782609,0.0386777302852627,0.237724184699908,0.142413790733163,0.54046163253762,0.0407226617440463
170,0.926670025247261,0.666666666666667,0.412074423125024,0.0328817778703124,0.29052638943815,0.103963966428799,0.160553443137715
171,0.930555555555556,0.6,0.262973621261112,0.140953159648191,0.394332521032928,0.0368052572402887,0.16493544081748
