"Panel","k","Median_AUC_Microarray","Median_AUC_RNAseq","MinMedian_cross_assay","Mean_BIOS","Frac_in_trait_WGCNA","Frac_in_ML_consensus"
"BIOS_Rank_topk",20,0.941525953721076,0.936728395061728,0.923583605494175,0.901397858854622,1,0.8
"BIOS_ConsensusHard_topk",19,0.92432770481551,0.941358024691358,0.919324577861163,0.890648487914068,1,1
"Merged_limma_topk",19,0.966228893058161,0.884259259259259,0.884259259259259,0.570326138829148,0.421052631578947,0.105263157894737
"Separate_intersect_topk",19,0.966228893058161,0.884259259259259,0.884259259259259,0.575106115262136,0.421052631578947,0.105263157894737
"JPCT_export_consensus",19,0.92432770481551,0.941358024691358,0.919324577861163,0.890648487914068,1,1
"Random_matched_k",20,0.877110694183865,0.827160493827161,0.807379612257661,0.462291937108985,0.2,0
