"n_draws","Equal_MinMedian","Best_MinMedian","Median_random_w","P25","P75","Pct_draws_ge_equal","Pct_draws_gt_equal","Best_w_Ec","Best_w_Ep","Best_w_Em","Best_w_Es","Best_w_Ex","Equal_vs_best_gap"
500,0.923583605494175,0.944705023973317,0.926670025247261,0.921200750469043,0.926670025247261,0.658,0.524,0.0179272169610144,0.331740528555814,0.0869521640224859,0.025167790167887,0.538212300292798,-0.0211214184791421
