"Gene","adjP_Condition","Ec","Ep","Em","Es","Ex","AUC_Microarray","AUC_RNAseq","Ex_train"
"LINC01270",0.00121611379872331,0.0153165021779622,0.999983002100555,1,0.33,0.387057991513437,0.617857142857143,0.87962962962963,0.336776859504132
"ALMS1-IT1",7.07285422154383e-05,0.0186521431127746,0.999979687679778,0,0,0.524752475247525,0.805357142857143,0.703703703703704,0.662190082644628
"KCNK10",1.63604252619598e-08,0.0533301340260631,0.999987564405867,1,0.33,0.594059405940594,0.93452380952381,0.746913580246914,0.886363636363636
"KCP",0.0163100941917061,0.00473049283854453,0.999963694575826,0,0,0.219024045261669,0.513095238095238,0.848765432098765,0.15495867768595
"ESPNL",0.00124811149611712,0.00948377036166524,0.999971075112786,0,0,0.386138613861386,0.861904761904762,0.617283950617284,0.760330578512397
"HMMR-AS1",0.000663218209913399,0.0181044394340832,0.999984521859449,1,0.33,0.597100424328147,0.748809523809524,0.765432098765432,0.56404958677686
"GAB1",1.08153180890317e-17,0.0965656653681311,0.999984507707274,0,0,0.851485148514851,0.996428571428571,0.907407407407407,0.993801652892562
"UBAC2-AS1",0.00774547001436763,0.00605194650229631,0.999966687228569,0,0,0.403288543140028,0.62797619047619,0.768518518518518,0.354338842975207
"KCNQ3",0.000797176537346876,0.00987499065725976,0.999970294163314,0,0,0.608557284299859,0.755952380952381,0.779320987654321,0.576446280991736
"LINC00665",0.766132326190253,4.24882319589187e-05,0.999722284584628,1,0.33,0.166513437057992,0.480357142857143,0.564814814814815,0.0981404958677686
"BTBD19",0.00368980089514235,0.00862660883891076,0.99997356080953,0,0,0.486350777934936,0.679761904761905,0.861111111111111,0.444214876033058
"HOTAIRM1",1.57762209841039e-05,0.018174412173146,0.999975394878799,0,0,0.514851485148515,0.908333333333333,0.697530864197531,0.840909090909091
"TFAP2A-AS1",0.0105131559390848,0.00573591743255731,0.999967090183512,0,0,0.408062234794908,0.630952380952381,0.682098765432099,0.359504132231405
"ITGBL1",1.82908233386843e-11,0.119438629933391,0.999993339265409,1,0.33,0.762376237623762,0.938095238095238,0.851851851851852,0.892561983471074
"KIF5C",0.00309032526683379,0.0110835113953402,0.999979281483295,1,0.33,0.361280056577086,0.601785714285714,0.808641975308642,0.308884297520661
"LMTK3",0.000275099195646293,0.0206308065236381,0.999984827988268,1,0.33,0.497807637906648,0.686904761904762,0.756172839506173,0.456611570247934
"APOL6",1.77332762416062e-05,0.013390668602808,0.999966068592488,0,0,0.5,0.888095238095238,0.688271604938272,0.805785123966942
"ZNF575",1.12385540249212e-15,0.138389845898709,0.999991473845147,1,0.33,0.836633663366337,1,0.898148148148148,1
"GABRB2",0.0263178234799007,0.00614417960069197,0.999976126199045,0,0,0.356435643564356,0.75,0.598765432098765,0.566115702479339
"PLD1",5.62852702585448e-16,0.102695161762951,0.99998730768983,0,0,0.782178217821782,0.990476190476191,0.864197530864197,0.983471074380165
"FAM111B",0.000140102392371085,0.0202907236082393,0.99998304350729,1,0.33,0.683168316831683,0.826190476190476,0.802469135802469,0.698347107438017
"ATP13A4",1.35461759880812e-06,0.0365197254987272,0.999986052681898,1,0.33,0.688755304101839,0.805952380952381,0.817901234567901,0.663223140495868
"TMEM17",2.19129780979734e-05,0.0297688982149792,0.999986481914268,0,0,0.723125884016973,0.827380952380952,0.885802469135803,0.700413223140496
"DDX11-AS1",0.0104536454041579,0.00858611429139082,0.999978846241745,0,0,0.492079207920792,0.683333333333333,0.796296296296296,0.450413223140496
"CSMD2",0.00039066695715665,0.0118099971272574,0.999972886391952,1,0.33,0.408062234794908,0.630952380952381,0.833333333333333,0.359504132231405
"HM13",2.05807023686794e-14,0.0622914614360436,0.999979975764776,0,0,0.871287128712871,0.971428571428571,0.919753086419753,0.950413223140496
"PDCD4",1.39603263953455e-05,0.0315904239519695,0.999986772883314,0,0,0.612376237623762,0.758333333333333,0.908950617283951,0.580578512396694
"IRAK1BP1",0.000420211833779679,0.013710168930119,0.999977241460513,0,0,0.732673267326733,0.890476190476191,0.833333333333333,0.809917355371901
"CARS2",6.90913144552093e-10,0.0396339860350284,0.999978801034787,0,0,0.554455445544554,0.985714285714286,0.722222222222222,0.975206611570248
"TPCN1",3.15416545017403e-07,0.0173434510747296,0.999964006618362,0,0,0.726944837340877,0.829761904761905,0.845679012345679,0.704545454545455
"RAD54L2",1.25518116417528e-07,0.028195007628024,0.999977396831798,0,0,0.658415841584158,0.886904761904762,0.787037037037037,0.803719008264463
"RBPMS",0.0014946823177482,0.00947866551242811,0.999971908456724,0,0,0.475247524752475,0.854761904761905,0.672839506172839,0.747933884297521
"BCL10",4.88055025726708e-10,0.0312875312697998,0.999971957226222,0,0,0.757425742574257,0.970238095238095,0.848765432098765,0.948347107438017
"TLCD2",5.92093815168253e-14,0.10591882201039,0.999989738099318,0,0,0.806930693069307,0.985714285714286,0.87962962962963,0.975206611570248
"ITSN1",4.87760079512233e-07,0.0195072988781643,0.999969285982475,0,0,0.693069306930693,0.927380952380952,0.808641975308642,0.87396694214876
"AREG",3.65415112881274e-10,0.0959795326797567,0.999992472152064,1,0.33,0.633663366336634,0.972619047619048,0.771604938271605,0.952479338842975
"SQLE",2.56554900373151e-17,0.170620733346126,0.999992584077444,1,0.33,0.762376237623762,0.990476190476191,0.851851851851852,0.983471074380165
"ABCC9",0.00262953987815367,0.00781398043856547,0.999968603251734,1,0.33,0.451025459688826,0.657738095238095,0.876543209876543,0.40599173553719
"FAM161A",5.0635367585088e-09,0.0327000442269161,0.999976478999215,0,0,0.608910891089109,0.975,0.756172839506173,0.956611570247934
"SH3PXD2A-AS1",7.10784526614467e-05,0.0276011327427497,0.999987122468354,1,0.33,0.623762376237624,0.820238095238095,0.765432098765432,0.68801652892562
"DLGAP4",1.0911756952296e-07,0.0249516264317805,0.999973870654267,0,0,0.70021216407355,0.813095238095238,0.87037037037037,0.675619834710744
"ACSL4",7.10978303790345e-07,0.0290964090790069,0.999980842048295,0,0,0.693069306930693,0.848214285714286,0.808641975308642,0.736570247933884
"LINC00507",0.000542095624430313,0.0216821563211527,0.999987088076173,0,0,0.616195190947666,0.760714285714286,0.768518518518518,0.584710743801653
"PFN4",0.00703493202854551,0.00581754037856165,0.999964501001978,0,0,0.50990099009901,0.704761904761905,0.694444444444444,0.487603305785124
"STIM1",2.12744919274132e-09,0.0304348056715493,0.999973261501218,0,0,0.810961810466761,0.882142857142857,0.895061728395062,0.795454545454546
"C10orf55",0.085300644596731,0.0034486556653986,0.99997068299959,1,0.33,0.196110325318246,0.498809523809524,0.907407407407407,0.130165289256198
"MATN1-AS1",0.000180034772430869,0.0116409350432428,0.999969479686596,0,0,0.628712871287129,0.780952380952381,0.768518518518518,0.619834710743802
"MPDU1",3.50505382094542e-08,0.0310727405084904,0.999977895001472,0,0,0.50990099009901,0.971428571428571,0.694444444444444,0.950413223140496
"VPS13D",5.39381705697993e-10,0.0298167625244578,0.999970595945491,0,0,0.618811881188119,0.969047619047619,0.762345679012346,0.946280991735537
"STBD1",0.000292988789483205,0.019147863034123,0.9999835991696,0,0,0.526449787835926,0.704761904761905,0.895061728395062,0.487603305785124
"WDR3",4.82680520367689e-17,0.0880304963599986,0.999983513780198,0,0,0.742574257425742,0.992857142857143,0.839506172839506,0.987603305785124
"GINS2",6.02187855135483e-07,0.0277977323723645,0.999979558731538,0,0,0.608910891089109,0.883333333333333,0.756172839506173,0.797520661157025
"GATM",0.00128280319719079,0.0131763211135849,0.999980001012726,0,0,0.587553041018388,0.742857142857143,0.820987654320988,0.553719008264463
"CHRM3-AS2",0.000340241789579697,0.0217193423302973,0.999986155849036,0,0,0.400990099009901,0.850595238095238,0.626543209876543,0.740702479338843
"PDE6B",0.0103809910829842,0.00587199834453277,0.999967816646138,0,0,0.505445544554455,0.691666666666667,0.768518518518518,0.464876033057851
"NTRK3",1.37215291372686e-08,0.0388460616967835,0.999981758078366,1,0.33,0.730763790664781,0.832142857142857,0.845679012345679,0.708677685950413
"CNPY2",3.46403433831063e-11,0.0329247763107146,0.999969888609162,0,0,0.757425742574257,0.952380952380952,0.848765432098765,0.917355371900827
"FAM135B",4.87091977466576e-08,0.0449830202266489,0.999985859813277,1,0.33,0.180834512022631,0.489285714285714,0.966049382716049,0.113636363636364
"CEP112",0.000230687315727549,0.0106349598723047,0.999967389541338,0,0,0.504950495049505,0.826785714285714,0.691358024691358,0.699380165289256
"SIM2",1.31115265757776e-14,0.192913719168618,0.999995186101357,1,0.33,0.871287128712871,0.926190476190476,0.919753086419753,0.871900826446281
"CD44",5.808912551851e-11,0.053499853953501,0.999982898482715,0,0,0.648514851485149,0.946428571428571,0.780864197530864,0.90702479338843
"HSP90AB1",2.6575590324302e-14,0.0788490256398414,0.999984870319562,0,0,0.801980198019802,0.954166666666667,0.876543209876543,0.920454545454545
"SLC16A1",1.47719215935584e-07,0.0334404730120159,0.999981566979127,0,0,0.544554455445544,0.938095238095238,0.716049382716049,0.892561983471074
"TXLNG",1.22627166494454e-09,0.0370604755156872,0.999977840930182,0,0,0.574257425742574,0.96547619047619,0.734567901234568,0.940082644628099
"PLCG2",1.29898040046898e-13,0.0962348409607465,0.999988809425133,0,0,0.801980198019802,0.973809523809524,0.876543209876543,0.954545454545455
"ARID5B",2.92954507776905e-05,0.0143104820289493,0.999969984529454,0,0,0.435643564356436,0.879761904761905,0.648148148148148,0.791322314049587
"STRAP",4.18283138066516e-15,0.0592956522599089,0.999977631672038,0,0,0.915841584158416,0.971428571428571,0.947530864197531,0.950413223140496
"ERGIC3",1.14132606598247e-06,0.0171605525004371,0.999966945803524,0,0,0.658415841584158,0.893452380952381,0.787037037037037,0.815082644628099
"CP",1.44567005566513e-08,0.0524717766163878,0.999987213144123,0,0,0.717821782178218,0.879761904761905,0.824074074074074,0.791322314049587
"LOC283788",0.00077118761854647,0.00871674114292482,0.99996583229485,0,0,0.544554455445544,0.783333333333333,0.716049382716049,0.62396694214876
"CSRNP3",0.0180665436540197,0.00475124771451136,0.99996482688504,0,0,0.47029702970297,0.765476190476191,0.669753086419753,0.59297520661157
"PLXNA1",3.76813791940787e-12,0.0533500900537028,0.999980550943219,0,0,0.826732673267327,0.938095238095238,0.891975308641975,0.892561983471074
"TMEM229B",0.0335661184036396,0.00399839794418725,0.999964642096215,0,0,0.462482319660537,0.664880952380952,0.716049382716049,0.418388429752066
"FN1",0.000465903054042457,0.022484076537097,0.999987339939456,1,0.33,0.606435643564356,0.788095238095238,0.75462962962963,0.632231404958678
"AFAP1-AS1",0.0708919575580566,0.00404462425001121,0.999973339853495,1,0.33,0.264851485148515,0.541666666666667,0.774691358024691,0.204545454545455
"KCNJ2-AS1",0.0250605191258929,0.00657877978199628,0.999977542015633,0,0,0.461527581329561,0.664285714285714,0.74537037037037,0.417355371900826
"TNRC18",2.30911734646957e-12,0.0428235563005413,0.999974621261343,0,0,0.732673267326733,0.991666666666667,0.833333333333333,0.985537190082645
"GOLM1",1.19860772265514e-13,0.0897358076723834,0.999987771027747,0,0,0.705445544554455,0.995238095238095,0.816358024691358,0.991735537190083
"PIGW",0.00033989374600244,0.00913591961335671,0.999963509730867,0,0,0.623833097595474,0.76547619047619,0.768518518518518,0.59297520661157
"HOOK3",1.41151580791547e-07,0.027490642126671,0.999976942129573,0,0,0.51980198019802,0.941666666666667,0.700617283950617,0.898760330578512
"TMEM72",1.26684848056602e-22,0.364782647618576,0.999996414524834,1,0.33,0.925742574257426,1,0.953703703703704,1
"TONSL",3.40795684927989e-05,0.0258573409235291,0.999984808129211,0,0,0.648514851485149,0.8125,0.780864197530864,0.674586776859504
"SEMA6A",6.42907961668209e-11,0.109418379943125,0.999993005348204,1,0.33,0.816831683168317,0.978571428571429,0.885802469135803,0.962809917355372
"AHNAK2",0.00103010256288136,0.0164550784982176,0.999983906705038,0,0,0.381188118811881,0.828571428571429,0.614197530864197,0.702479338842975
"SYNE2",1.69156519210318e-05,0.0148143500944253,0.999969436278297,0,0,0.668316831683168,0.830952380952381,0.79320987654321,0.706611570247934
"KRT7",1.12952052501095e-05,0.0239764076461942,0.999981353695653,1,0.33,0.543635077793494,0.71547619047619,0.802469135802469,0.506198347107438
"LINC00622",0.0175544822187816,0.00586449964523729,0.999971776969663,0,0,0.452934936350778,0.658928571428571,0.756172839506173,0.408057851239669
"FRRS1L",0.222009110313406,0.00103252996423054,0.999937428012506,1,0.33,0.395650636492221,0.623214285714286,0.719135802469136,0.346074380165289
"C14orf180",3.04708814678596e-08,0.0496833743211729,0.999987020853944,0,0,0.4004243281471,0.626190476190476,0.888888888888889,0.351239669421488
"A2M",0.00042491314094802,0.0112440852332127,0.999971725324959,0,0,0.457920792079208,0.842261904761905,0.662037037037037,0.726239669421488
"TMEM144",2.72850885574202e-05,0.0168054528853845,0.999974636660296,0,0,0.594059405940594,0.898809523809524,0.746913580246914,0.824380165289256
"BEND5",0.155058619866645,0.00146567718094187,0.999945738414937,1,0.33,0.270579915134371,0.545238095238095,0.845679012345679,0.210743801652892
"DNM3",0.000811853160035983,0.0126688696546226,0.999977481641932,0,0,0.49009900990099,0.795238095238095,0.682098765432099,0.644628099173554
"ZNF844",0.000227608386828176,0.0190189363234402,0.999982876845702,0,0,0.633663366336634,0.936904761904762,0.771604938271605,0.890495867768595
"TEX22",0.00119679295067365,0.0122121485132043,0.999977963185093,0,0,0.648514851485149,0.792857142857143,0.780864197530864,0.640495867768595
"TMEM253",0.198005809200029,0.00126171144524321,0.999945210556808,1,0.33,0.429066478076379,0.644047619047619,0.891975308641975,0.382231404958678
"SSBP2",1.06016682819282e-11,0.0711986268432315,0.999986726368585,0,0,0.806930693069307,0.980952380952381,0.87962962962963,0.966942148760331
"PPARA",2.22363085692635e-08,0.0246612224771252,0.99997064871789,0,0,0.658415841584158,0.94047619047619,0.787037037037037,0.896694214876033
"EDIL3",3.7201785410277e-17,0.152776763238161,0.9999915236878,0,0,0.826732673267327,0.997619047619048,0.891975308641975,0.995867768595041
